TransDate,MarketCode,MarketName,CropCode,CropName,CategoryCode,UpperPrice,MiddlePrice,LowerPrice,AveragePrice,TransVolume,TransAmount,Unit,County,Township,UpdateTime
2020.01.31,104,台北二,31,釋迦,N05,83.8,59.3,44.0,61.2,6270.0,,,,,
2020.01.31,104,台北二,32,釋迦-鳳梨釋迦,N05,79.7,54.8,46.7,58.2,3093.0,,,,,
2020.01.31,104,台北二,45,草莓,N05,146.6,84.2,59.7,91.8,3131.0,,,,,
2020.01.31,104,台北二,459,草莓-進口,N05,928.9,422.2,377.8,514.7,75.0,,,,,
2020.01.31,104,台北二,50,百香果-其他,N05,20.0,20.0,20.0,20.0,12.0,,,,,
2020.01.31,104,台北二,51,百香果-改良種,N05,88.1,37.6,9.7,42.1,2042.0,,,,,
2020.01.31,104,台北二,70,小番茄-其他,N05,55.8,42.0,15.2,39.4,4890.0,,,,,
2020.01.31,104,台北二,72,小番茄-聖女,N05,33.9,23.3,9.8,22.7,7527.0,,,,,
2020.01.31,104,台北二,74,小番茄-玉女,N05,155.6,94.6,45.8,97.1,7128.0,,,,,
2020.01.31,104,台北二,811,紅龍果-白肉,N05,95.9,64.7,45.8,67.2,1788.0,,,,,
2020.01.31,104,台北二,812,紅龍果-紅肉,N05,83.7,67.2,46.3,66.3,5183.0,,,,,
2020.01.31,104,台北二,91,其他,N05,71.8,45.8,10.4,43.9,102.0,,,,,
2020.01.31,104,台北二,919,其他-進口,N05,240.0,240.0,240.0,240.0,20.0,,,,,
2020.01.31,104,台北二,A0,香蕉-其他,N05,37.7,35.4,26.2,34.0,527.0,,,,,
2020.01.31,104,台北二,A1,香蕉,N05,38.1,32.1,21.5,31.2,13470.0,,,,,
2020.01.31,104,台北二,A2,香蕉-芭蕉紅芭蕉,N05,73.7,38.2,18.8,41.4,1942.0,,,,,
2020.01.31,104,台北二,A3,香蕉-旦蕉,N05,66.2,54.5,35.3,53.0,117.0,,,,,
2020.01.31,104,台北二,B2,鳳梨-金鑽鳳梨,N05,35.9,29.0,19.7,28.5,9323.0,,,,,
2020.01.31,104,台北二,B4,鳳梨-鳳梨花,N05,12.8,11.4,10.0,11.4,82.0,,,,,
2020.01.31,104,台北二,C0,柑橘-其他,N05,127.4,90.7,35.0,86.9,158.0,,,,,
2020.01.31,104,台北二,C1,椪柑,N05,48.9,21.9,11.5,25.2,3445.0,,,,,
2020.01.31,104,台北二,C9,柑橘-進口,N05,633.4,405.6,250.0,420.0,20.0,,,,,
2020.01.31,104,台北二,E1,甜橙-柳橙,N05,33.5,23.0,10.9,22.7,11027.0,,,,,
2020.01.31,104,台北二,F0,雜柑-其他,N05,20.0,18.5,15.6,18.2,34.0,,,,,
2020.01.31,104,台北二,F1,雜柑-檸檬,N05,96.7,67.7,27.8,65.5,535.0,,,,,
2020.01.31,104,台北二,F5,雜柑-無子檸檬,N05,128.3,91.7,53.6,91.4,1563.0,,,,,
2020.01.31,104,台北二,G49,奇異果-進口,N05,68.5,60.2,42.0,58.2,4579.0,,,,,
2020.01.31,104,台北二,H4,葡萄柚-紅肉,N05,35.0,32.4,24.0,31.3,618.0,,,,,
2020.01.31,104,台北二,I1,木瓜-網室紅肉,N05,29.7,19.3,13.8,20.3,34477.0,,,,,
2020.01.31,104,台北二,I2,木瓜-一般紅肉,N05,6.0,6.0,6.0,6.0,34.0,,,,,
2020.01.31,104,台北二,I3,木瓜-日昇種,N05,80.0,66.3,27.6,61.3,368.0,,,,,
2020.01.31,104,台北二,I4,木瓜-青木瓜,N05,20.1,12.3,3.0,12.0,578.0,,,,,
2020.01.31,104,台北二,L1,枇杷-茂木,N05,182.4,128.8,87.8,131.3,368.0,,,,,
2020.01.31,104,台北二,M3,楊桃-馬來亞種,N05,24.0,17.2,11.8,17.5,1926.0,,,,,
2020.01.31,104,台北二,O9,梨-其他進口,N05,85.3,61.7,43.2,62.7,2640.0,,,,,
2020.01.31,104,台北二,P1,番石榴-珍珠芭,N05,38.9,27.1,15.4,27.1,26490.0,,,,,
2020.01.31,104,台北二,P2,番石榴-紅心,N05,24.6,22.4,15.7,21.5,128.0,,,,,
2020.01.31,104,台北二,P3,番石榴-帝王芭,N05,79.1,32.8,20.9,39.7,746.0,,,,,
2020.01.31,104,台北二,P5,番石榴-水晶無子,N05,10.0,10.0,10.0,10.0,20.0,,,,,
2020.01.31,104,台北二,Q0,蓮霧-其他,N05,173.6,77.2,40.0,89.1,417.0,,,,,
2020.01.31,104,台北二,Q1,蓮霧-紅蓮霧,N05,133.1,71.4,30.1,75.5,13047.0,,,,,
2020.01.31,104,台北二,Q2,蓮霧-子彈型,N05,40.6,30.0,23.3,30.8,141.0,,,,,
2020.01.31,104,台北二,R0,芒果-其他,N05,50.0,49.3,40.0,47.6,25.0,,,,,
2020.01.31,104,台北二,R3,芒果-本島,N05,30.0,27.7,25.0,27.6,200.0,,,,,
2020.01.31,104,台北二,R6,芒果-金煌,N05,35.0,35.0,30.8,34.2,36.0,,,,,
2020.01.31,104,台北二,R8,芒果-芒果青,N05,45.7,10.0,6.8,16.5,343.0,,,,,
2020.01.31,104,台北二,S1,葡萄-巨峰,N05,115.5,85.3,82.6,90.8,881.0,,,,,
2020.01.31,104,台北二,S49,葡萄-無子進口,N05,108.3,100.0,91.7,100.0,1128.0,,,,,
2020.01.31,104,台北二,S9,葡萄-進口,N05,78.8,64.4,58.3,66.1,1848.0,,,,,
2020.01.31,104,台北二,W0,洋香瓜-其他,N05,153.0,122.8,84.8,121.2,353.0,,,,,
2020.01.31,104,台北二,W1,洋香瓜-網狀紅肉,N05,96.6,43.8,18.2,49.3,1374.0,,,,,
2020.01.31,104,台北二,W2,洋香瓜-網狀綠肉,N05,75.5,25.4,15.6,33.4,456.0,,,,,
2020.01.31,104,台北二,W6,洋香瓜-光面綠肉,N05,35.0,27.7,18.7,27.4,524.0,,,,,
2020.01.31,104,台北二,W9,洋香瓜-進口,N05,42.4,42.1,36.4,41.0,572.0,,,,,
2020.01.31,104,台北二,X69,蘋果-富士進口,N05,112.5,44.3,24.8,54.0,22440.0,,,,,
2020.01.31,109,台北一,31,釋迦,N05,93.5,56.2,35.7,59.6,9424.0,,,,,
2020.01.31,109,台北一,32,釋迦-鳳梨釋迦,N05,78.6,55.6,37.9,56.7,5414.0,,,,,
2020.01.31,109,台北一,45,草莓,N05,138.2,102.4,57.0,100.5,5888.0,,,,,
2020.01.31,109,台北一,459,草莓-進口,N05,600.0,600.0,600.0,600.0,147.0,,,,,
2020.01.31,109,台北一,50,百香果-其他,N05,74.4,19.3,9.0,28.2,207.0,,,,,
2020.01.31,109,台北一,51,百香果-改良種,N05,113.0,51.5,16.3,56.8,2212.0,,,,,
2020.01.31,109,台北一,61,甘蔗-帶皮,N05,12.0,10.1,8.0,10.0,2700.0,,,,,
2020.01.31,109,台北一,70,小番茄-其他,N05,53.4,35.1,18.8,35.5,1984.0,,,,,
2020.01.31,109,台北一,72,小番茄-聖女,N05,105.0,59.6,24.7,61.7,9162.0,,,,,
2020.01.31,109,台北一,73,小番茄-嬌女,N05,15.0,12.1,10.0,12.3,110.0,,,,,
2020.01.31,109,台北一,74,小番茄-玉女,N05,201.2,93.9,46.8,105.9,11498.0,,,,,
2020.01.31,109,台北一,811,紅龍果-白肉,N05,113.3,79.9,33.4,77.3,3013.0,,,,,
2020.01.31,109,台北一,812,紅龍果-紅肉,N05,85.3,50.4,30.8,53.5,9914.0,,,,,
2020.01.31,109,台北一,91,其他,N05,181.2,68.6,25.0,82.4,533.0,,,,,
2020.01.31,109,台北一,919,其他-進口,N05,184.8,177.6,111.0,165.7,1352.0,,,,,
2020.01.31,109,台北一,A0,香蕉-其他,N05,45.0,40.3,24.6,38.1,593.0,,,,,
2020.01.31,109,台北一,A1,香蕉,N05,40.9,29.8,19.2,29.9,21556.0,,,,,
2020.01.31,109,台北一,A2,香蕉-芭蕉紅芭蕉,N05,63.7,31.9,21.2,36.2,1966.0,,,,,
2020.01.31,109,台北一,A3,香蕉-旦蕉,N05,82.7,39.9,29.5,46.4,880.0,,,,,
2020.01.31,109,台北一,B2,鳳梨-金鑽鳳梨,N05,37.6,26.0,16.2,26.4,20814.0,,,,,
2020.01.31,109,台北一,C0,柑橘-其他,N05,191.3,106.3,41.8,110.4,1627.0,,,,,
2020.01.31,109,台北一,C1,椪柑,N05,29.4,17.2,8.0,17.8,2484.0,,,,,
2020.01.31,109,台北一,C9,柑橘-進口,N05,400.0,400.0,400.0,400.0,215.0,,,,,
2020.01.31,109,台北一,E1,甜橙-柳橙,N05,33.3,21.6,10.2,21.7,28453.0,,,,,
2020.01.31,109,台北一,E3,甜橙-紅肉柳橙,N05,15.0,11.6,5.0,10.9,288.0,,,,,
2020.01.31,109,台北一,F0,雜柑-其他,N05,50.0,50.0,25.0,45.0,138.0,,,,,
2020.01.31,109,台北一,F1,雜柑-檸檬,N05,87.7,60.9,28.4,59.8,2697.0,,,,,
2020.01.31,109,台北一,F5,雜柑-無子檸檬,N05,125.4,84.6,39.6,83.7,4459.0,,,,,
2020.01.31,109,台北一,G49,奇異果-進口,N05,70.5,33.8,30.0,40.4,5492.0,,,,,
2020.01.31,109,台北一,G7,橄欖,N05,25.0,25.0,25.0,25.0,44.0,,,,,
2020.01.31,109,台北一,G8,栗子,N05,80.0,80.0,80.0,80.0,30.0,,,,,
2020.01.31,109,台北一,H4,葡萄柚-紅肉,N05,28.0,24.5,16.1,23.5,800.0,,,,,
2020.01.31,109,台北一,H41,葡萄柚-紅寶石,N05,6.0,6.0,6.0,6.0,450.0,,,,,
2020.01.31,109,台北一,I1,木瓜-網室紅肉,N05,25.6,16.6,8.9,16.9,47275.0,,,,,
2020.01.31,109,台北一,I3,木瓜-日昇種,N05,82.1,57.6,32.7,57.5,276.0,,,,,
2020.01.31,109,台北一,I4,木瓜-青木瓜,N05,25.1,15.2,7.6,15.7,2647.0,,,,,
2020.01.31,109,台北一,L1,枇杷-茂木,N05,179.8,104.4,63.0,111.2,680.0,,,,,
2020.01.31,109,台北一,M2,楊桃-紅龍,N05,20.0,20.0,15.6,19.1,405.0,,,,,
2020.01.31,109,台北一,M3,楊桃-馬來亞種,N05,22.1,18.7,16.0,18.8,1974.0,,,,,
2020.01.31,109,台北一,O9,梨-其他進口,N05,63.2,54.8,53.3,56.2,2360.0,,,,,
2020.01.31,109,台北一,P0,番石榴-其他,N05,56.6,40.3,20.0,39.5,185.0,,,,,
2020.01.31,109,台北一,P1,番石榴-珍珠芭,N05,37.5,25.4,16.5,26.0,48679.0,,,,,
2020.01.31,109,台北一,P2,番石榴-紅心,N05,47.3,27.9,15.5,29.3,1439.0,,,,,
2020.01.31,109,台北一,P3,番石榴-帝王芭,N05,88.6,34.1,13.2,40.8,3126.0,,,,,
2020.01.31,109,台北一,P5,番石榴-水晶無子,N05,100.5,58.6,11.4,57.5,491.0,,,,,
2020.01.31,109,台北一,Q0,蓮霧-其他,N05,340.9,80.8,44.9,125.7,158.0,,,,,
2020.01.31,109,台北一,Q1,蓮霧-紅蓮霧,N05,116.2,58.6,25.2,63.4,20068.0,,,,,
2020.01.31,109,台北一,Q2,蓮霧-子彈型,N05,62.6,42.2,26.1,43.1,2102.0,,,,,
2020.01.31,109,台北一,Q4,蓮霧-巴掌蓮霧,N05,346.8,190.2,61.3,195.8,146.0,,,,,
2020.01.31,109,台北一,R0,芒果-其他,N05,156.3,109.6,64.6,109.9,306.0,,,,,
2020.01.31,109,台北一,R3,芒果-本島,N05,35.2,24.7,18.0,25.4,55.0,,,,,
2020.01.31,109,台北一,R8,芒果-芒果青,N05,35.0,25.1,10.9,24.2,541.0,,,,,
2020.01.31,109,台北一,S1,葡萄-巨峰,N05,107.8,64.9,52.7,71.0,1632.0,,,,,
2020.01.31,109,台北一,S9,葡萄-進口,N05,136.6,66.8,57.2,78.8,3292.0,,,,,
2020.01.31,109,台北一,T1,西瓜-大西瓜,N05,15.0,10.0,10.0,11.0,10270.0,,,,,
2020.01.31,109,台北一,V2,甜瓜-溫室吊瓜,N05,46.5,19.6,15.0,24.1,144.0,,,,,
2020.01.31,109,台北一,W0,洋香瓜-其他,N05,169.3,164.8,140.9,160.9,438.0,,,,,
2020.01.31,109,台北一,W1,洋香瓜-網狀紅肉,N05,99.3,63.6,35.4,65.1,2036.0,,,,,
2020.01.31,109,台北一,W2,洋香瓜-網狀綠肉,N05,51.3,28.7,12.0,29.9,876.0,,,,,
2020.01.31,109,台北一,W6,洋香瓜-光面綠肉,N05,46.5,39.2,23.0,37.4,9530.0,,,,,
2020.01.31,109,台北一,W9,洋香瓜-進口,N05,29.6,29.6,29.6,29.6,1638.0,,,,,
2020.01.31,109,台北一,X59,蘋果-紅玉進口,N05,129.1,82.2,67.3,88.6,5360.0,,,,,
2020.01.31,109,台北一,X69,蘋果-富士進口,N05,71.8,33.0,26.7,39.5,14060.0,,,,,
2020.01.31,220,板橋區,31,釋迦,N05,51.5,50.0,50.0,50.3,840.0,,,,,
2020.01.31,220,板橋區,32,釋迦-鳳梨釋迦,N05,43.8,40.4,38.4,40.7,2221.0,,,,,
2020.01.31,220,板橋區,45,草莓,N05,120.4,111.1,110.0,112.8,202.0,,,,,
2020.01.31,220,板橋區,51,百香果-改良種,N05,25.0,20.3,20.0,21.2,129.0,,,,,
2020.01.31,220,板橋區,61,甘蔗-帶皮,N05,9.0,9.0,9.0,9.0,480.0,,,,,
2020.01.31,220,板橋區,71,小番茄-ㄧ般,N05,20.0,20.0,17.2,19.4,1030.0,,,,,
2020.01.31,220,板橋區,72,小番茄-聖女,N05,50.0,28.0,15.0,29.8,156.0,,,,,
2020.01.31,220,板橋區,73,小番茄-嬌女,N05,12.0,12.0,12.0,12.0,84.0,,,,,
2020.01.31,220,板橋區,74,小番茄-玉女,N05,77.6,67.3,48.3,65.6,2646.0,,,,,
2020.01.31,220,板橋區,811,紅龍果-白肉,N05,59.5,36.6,29.2,39.7,181.0,,,,,
2020.01.31,220,板橋區,812,紅龍果-紅肉,N05,48.5,42.6,37.5,42.8,782.0,,,,,
2020.01.31,220,板橋區,91,其他,N05,24.0,12.2,3.0,12.7,137.0,,,,,
2020.01.31,220,板橋區,A0,香蕉-其他,N05,13.0,11.9,11.0,12.0,429.0,,,,,
2020.01.31,220,板橋區,A1,香蕉,N05,30.1,30.0,25.9,29.2,7545.0,,,,,
2020.01.31,220,板橋區,A2,香蕉-芭蕉紅芭蕉,N05,32.0,24.5,14.8,24.1,254.0,,,,,
2020.01.31,220,板橋區,A3,香蕉-旦蕉,N05,37.0,34.2,30.2,34.0,319.0,,,,,
2020.01.31,220,板橋區,B2,鳳梨-金鑽鳳梨,N05,22.9,15.3,12.4,16.2,4285.0,,,,,
2020.01.31,220,板橋區,B4,鳳梨-鳳梨花,N05,3.0,2.2,2.0,2.3,700.0,,,,,
2020.01.31,220,板橋區,C0,柑橘-其他,N05,15.0,15.0,15.0,15.0,10.0,,,,,
2020.01.31,220,板橋區,E1,甜橙-柳橙,N05,17.9,14.4,11.8,14.6,3177.0,,,,,
2020.01.31,220,板橋區,F1,雜柑-檸檬,N05,60.0,47.3,31.6,46.7,306.0,,,,,
2020.01.31,220,板橋區,G8,栗子,N05,80.0,80.0,80.0,80.0,4.0,,,,,
2020.01.31,220,板橋區,H6,柚子-西施柚,N05,9.0,9.0,9.0,9.0,108.0,,,,,
2020.01.31,220,板橋區,I1,木瓜-網室紅肉,N05,25.8,20.6,16.6,20.8,12036.0,,,,,
2020.01.31,220,板橋區,I3,木瓜-日昇種,N05,30.0,30.0,25.4,29.1,132.0,,,,,
2020.01.31,220,板橋區,I4,木瓜-青木瓜,N05,16.0,15.6,11.0,14.8,303.0,,,,,
2020.01.31,220,板橋區,L1,枇杷-茂木,N05,85.0,85.0,85.0,85.0,12.0,,,,,
2020.01.31,220,板橋區,M1,楊桃-軟枝密絲,N05,15.0,13.6,13.0,13.8,408.0,,,,,
2020.01.31,220,板橋區,M2,楊桃-紅龍,N05,15.0,14.9,10.0,13.9,350.0,,,,,
2020.01.31,220,板橋區,O9,梨-其他進口,N05,100.0,100.0,100.0,100.0,330.0,,,,,
2020.01.31,220,板橋區,P1,番石榴-珍珠芭,N05,26.8,22.1,17.3,22.1,12614.0,,,,,
2020.01.31,220,板橋區,Q1,蓮霧-紅蓮霧,N05,53.4,37.4,33.1,39.8,5188.0,,,,,
2020.01.31,220,板橋區,Q2,蓮霧-子彈型,N05,22.5,22.0,22.0,22.1,363.0,,,,,
2020.01.31,220,板橋區,R3,芒果-本島,N05,45.0,36.4,30.0,36.8,185.0,,,,,
2020.01.31,220,板橋區,S1,葡萄-巨峰,N05,45.0,42.5,40.0,42.5,540.0,,,,,
2020.01.31,220,板橋區,S9,葡萄-進口,N05,98.9,97.6,97.6,97.8,2641.6,,,,,
2020.01.31,220,板橋區,V0,甜瓜-其他,N05,40.0,40.0,40.0,40.0,60.0,,,,,
2020.01.31,220,板橋區,W1,洋香瓜-網狀紅肉,N05,40.0,40.0,40.0,40.0,80.0,,,,,
2020.01.31,220,板橋區,W2,洋香瓜-網狀綠肉,N05,64.6,52.7,38.6,52.3,132.0,,,,,
2020.01.31,220,板橋區,X69,蘋果-富士進口,N05,160.0,50.2,50.0,72.1,9390.0,,,,,
2020.01.31,241,三重區,31,釋迦,N05,63.2,46.1,44.1,49.1,11863.5,,,,,
2020.01.31,241,三重區,32,釋迦-鳳梨釋迦,N05,54.5,52.0,49.7,52.0,6693.0,,,,,
2020.01.31,241,三重區,45,草莓,N05,175.0,175.0,97.1,159.4,2964.0,,,,,
2020.01.31,241,三重區,459,草莓-進口,N05,1250.0,1250.0,1250.0,1250.0,23.4,,,,,
2020.01.31,241,三重區,50,百香果-其他,N05,32.0,32.0,32.0,32.0,18.0,,,,,
2020.01.31,241,三重區,51,百香果-改良種,N05,53.0,30.7,13.9,31.8,2228.0,,,,,
2020.01.31,241,三重區,61,甘蔗-帶皮,N05,9.0,9.0,9.0,9.0,1152.0,,,,,
2020.01.31,241,三重區,70,小番茄-其他,N05,42.9,17.5,14.4,22.0,2163.0,,,,,
2020.01.31,241,三重區,71,小番茄-ㄧ般,N05,16.2,13.9,7.9,13.1,4660.0,,,,,
2020.01.31,241,三重區,72,小番茄-聖女,N05,40.3,22.1,16.5,24.6,3550.0,,,,,
2020.01.31,241,三重區,73,小番茄-嬌女,N05,15.0,15.0,15.0,15.0,150.0,,,,,
2020.01.31,241,三重區,74,小番茄-玉女,N05,74.9,64.4,33.2,60.3,17389.0,,,,,
2020.01.31,241,三重區,811,紅龍果-白肉,N05,84.1,68.3,37.7,65.4,3542.0,,,,,
2020.01.31,241,三重區,812,紅龍果-紅肉,N05,75.2,49.7,36.0,52.0,11544.5,,,,,
2020.01.31,241,三重區,91,其他,N05,55.0,29.1,4.0,29.2,222.0,,,,,
2020.01.31,241,三重區,919,其他-進口,N05,160.0,160.0,160.0,160.0,80.0,,,,,
2020.01.31,241,三重區,A0,香蕉-其他,N05,21.0,20.4,13.4,19.1,226.0,,,,,
2020.01.31,241,三重區,A1,香蕉,N05,34.6,30.2,24.0,29.8,18498.0,,,,,
2020.01.31,241,三重區,A2,香蕉-芭蕉紅芭蕉,N05,58.9,39.5,24.9,40.5,3085.0,,,,,
2020.01.31,241,三重區,A3,香蕉-旦蕉,N05,73.6,40.0,28.3,44.4,786.0,,,,,
2020.01.31,241,三重區,B0,鳳梨-其他,N05,23.0,23.0,23.0,23.0,141.0,,,,,
2020.01.31,241,三重區,B2,鳳梨-金鑽鳳梨,N05,36.7,25.0,18.0,26.0,22441.0,,,,,
2020.01.31,241,三重區,B4,鳳梨-鳳梨花,N05,3.0,3.0,2.6,2.9,1004.0,,,,,
2020.01.31,241,三重區,C0,柑橘-其他,N05,125.2,58.9,16.6,63.7,696.0,,,,,
2020.01.31,241,三重區,C1,椪柑,N05,20.0,20.0,16.7,19.3,3985.0,,,,,
2020.01.31,241,三重區,C9,柑橘-進口,N05,800.0,800.0,800.0,800.0,24.0,,,,,
2020.01.31,241,三重區,E0,甜橙-其他,N05,50.0,45.9,16.0,40.7,66.0,,,,,
2020.01.31,241,三重區,E1,甜橙-柳橙,N05,29.1,16.5,14.3,18.6,21631.0,,,,,
2020.01.31,241,三重區,F1,雜柑-檸檬,N05,88.4,53.5,31.6,56.1,1068.0,,,,,
2020.01.31,241,三重區,F5,雜柑-無子檸檬,N05,121.3,85.6,60.0,87.6,2250.0,,,,,
2020.01.31,241,三重區,G49,奇異果-進口,N05,100.0,67.5,47.1,69.9,4510.0,,,,,
2020.01.31,241,三重區,G5,香瓜梨,N05,90.0,80.0,59.5,77.9,64.0,,,,,
2020.01.31,241,三重區,H5,葡萄柚-白肉,N05,14.0,14.0,14.0,14.0,600.0,,,,,
2020.01.31,241,三重區,I1,木瓜-網室紅肉,N05,26.4,18.0,13.5,18.8,43785.0,,,,,
2020.01.31,241,三重區,I3,木瓜-日昇種,N05,50.0,50.0,50.0,50.0,1516.0,,,,,
2020.01.31,241,三重區,I4,木瓜-青木瓜,N05,12.0,8.2,8.0,8.9,176.0,,,,,
2020.01.31,241,三重區,K3,龍眼-粉殼,N05,80.0,80.0,80.0,80.0,14.0,,,,,
2020.01.31,241,三重區,K4,龍眼-龍眼乾帶殼,N05,200.0,200.0,200.0,200.0,54.0,,,,,
2020.01.31,241,三重區,L1,枇杷-茂木,N05,200.0,200.0,200.0,200.0,350.0,,,,,
2020.01.31,241,三重區,M1,楊桃-軟枝密絲,N05,9.0,9.0,9.0,9.0,2259.0,,,,,
2020.01.31,241,三重區,M3,楊桃-馬來亞種,N05,17.3,11.1,8.8,11.9,1280.0,,,,,
2020.01.31,241,三重區,O9,梨-其他進口,N05,111.8,106.7,106.7,107.7,3640.0,,,,,
2020.01.31,241,三重區,P1,番石榴-珍珠芭,N05,30.0,23.0,20.1,23.8,60628.0,,,,,
2020.01.31,241,三重區,P2,番石榴-紅心,N05,33.9,25.6,18.0,25.8,887.0,,,,,
2020.01.31,241,三重區,P3,番石榴-帝王芭,N05,22.3,19.0,18.0,19.5,2158.0,,,,,
2020.01.31,241,三重區,P5,番石榴-水晶無子,N05,24.9,21.2,19.6,21.6,252.0,,,,,
2020.01.31,241,三重區,Q0,蓮霧-其他,N05,85.0,85.0,85.0,85.0,560.0,,,,,
2020.01.31,241,三重區,Q1,蓮霧-紅蓮霧,N05,75.8,56.0,45.4,57.9,27772.5,,,,,
2020.01.31,241,三重區,Q2,蓮霧-子彈型,N05,40.2,40.0,36.5,39.3,1746.0,,,,,
2020.01.31,241,三重區,Q4,蓮霧-巴掌蓮霧,N05,10.0,10.0,10.0,10.0,60.0,,,,,
2020.01.31,241,三重區,R0,芒果-其他,N05,74.3,59.2,59.0,62.2,35.0,,,,,
2020.01.31,241,三重區,R3,芒果-本島,N05,30.0,30.0,30.0,30.0,12.0,,,,,
2020.01.31,241,三重區,R6,芒果-金煌,N05,93.3,78.6,60.0,77.8,180.0,,,,,
2020.01.31,241,三重區,R8,芒果-芒果青,N05,55.5,34.0,22.6,36.0,805.0,,,,,
2020.01.31,241,三重區,S1,葡萄-巨峰,N05,63.0,63.0,63.0,63.0,6462.0,,,,,
2020.01.31,241,三重區,S9,葡萄-進口,N05,97.0,90.0,87.2,90.8,6260.0,,,,,
2020.01.31,241,三重區,T1,西瓜-大西瓜,N05,9.0,9.0,9.0,9.0,4230.0,,,,,
2020.01.31,241,三重區,W0,洋香瓜-其他,N05,196.6,162.3,150.8,166.9,277.0,,,,,
2020.01.31,241,三重區,W1,洋香瓜-網狀紅肉,N05,47.5,45.0,14.5,39.4,482.0,,,,,
2020.01.31,241,三重區,W2,洋香瓜-網狀綠肉,N05,140.4,87.1,44.0,89.2,1796.0,,,,,
2020.01.31,241,三重區,W6,洋香瓜-光面綠肉,N05,48.9,25.8,21.8,29.6,2427.0,,,,,
2020.01.31,241,三重區,W9,洋香瓜-進口,N05,90.0,90.0,90.0,90.0,90.0,,,,,
2020.01.31,241,三重區,X49,蘋果-金冠進口,N05,180.0,180.0,80.0,160.0,120.0,,,,,
2020.01.31,241,三重區,X69,蘋果-富士進口,N05,167.6,95.9,60.0,103.0,27520.0,,,,,
2020.01.31,260,宜蘭市,31,釋迦,N05,90.0,70.0,50.0,70.0,1850.0,,,,,
2020.01.31,260,宜蘭市,50,百香果-其他,N05,60.0,40.0,18.0,40.0,1760.0,,,,,
2020.01.31,260,宜蘭市,72,小番茄-聖女,N05,60.0,40.0,25.0,40.0,2780.0,,,,,
2020.01.31,260,宜蘭市,74,小番茄-玉女,N05,170.0,120.0,70.0,120.0,2650.0,,,,,
2020.01.31,260,宜蘭市,811,紅龍果-白肉,N05,60.0,35.0,22.0,35.0,2860.0,,,,,
2020.01.31,260,宜蘭市,812,紅龍果-紅肉,N05,60.0,40.0,28.0,40.0,2460.0,,,,,
2020.01.31,260,宜蘭市,A1,香蕉,N05,38.0,25.0,18.0,25.0,2780.0,,,,,
2020.01.31,260,宜蘭市,A2,香蕉-芭蕉紅芭蕉,N05,55.0,25.0,12.0,25.0,2860.0,,,,,
2020.01.31,260,宜蘭市,B2,鳳梨-金鑽鳳梨,N05,38.0,25.0,15.0,25.0,2780.0,,,,,
2020.01.31,260,宜蘭市,C1,椪柑,N05,35.0,22.0,15.0,22.0,4350.0,,,,,
2020.01.31,260,宜蘭市,I1,木瓜-網室紅肉,N05,36.0,23.0,15.0,23.0,2750.0,,,,,
2020.01.31,260,宜蘭市,I4,木瓜-青木瓜,N05,30.0,22.0,12.0,22.0,2660.0,,,,,
2020.01.31,260,宜蘭市,P1,番石榴-珍珠芭,N05,60.0,40.0,28.0,40.0,2860.0,,,,,
2020.01.31,260,宜蘭市,Q1,蓮霧-紅蓮霧,N05,120.0,70.0,50.0,70.0,2460.0,,,,,
2020.01.31,260,宜蘭市,S1,葡萄-巨峰,N05,125.0,70.0,50.0,70.0,1860.0,,,,,
2020.01.31,260,宜蘭市,T7,西瓜-秀鈴,N05,18.0,12.0,8.0,12.0,2760.0,,,,,
2020.01.31,260,宜蘭市,W1,洋香瓜-網狀紅肉,N05,50.0,30.0,20.0,30.0,1860.0,,,,,
2020.01.31,338,桃農,51,百香果-改良種,N05,12.0,8.2,7.0,8.7,100.0,,,,,
2020.01.31,338,桃農,61,甘蔗-帶皮,N05,10.0,10.0,10.0,10.0,18.0,,,,,
2020.01.31,338,桃農,70,小番茄-其他,N05,50.0,40.0,40.0,42.0,50.0,,,,,
2020.01.31,338,桃農,72,小番茄-聖女,N05,31.1,25.3,22.8,26.0,201.0,,,,,
2020.01.31,338,桃農,811,紅龍果-白肉,N05,30.0,23.3,10.0,22.0,72.0,,,,,
2020.01.31,338,桃農,A2,香蕉-芭蕉紅芭蕉,N05,10.0,10.0,10.0,10.0,22.0,,,,,
2020.01.31,338,桃農,F5,雜柑-無子檸檬,N05,80.0,66.1,60.0,67.7,51.0,,,,,
2020.01.31,338,桃農,I4,木瓜-青木瓜,N05,12.0,12.0,12.0,12.0,390.0,,,,,
2020.01.31,338,桃農,P1,番石榴-珍珠芭,N05,24.4,22.7,19.1,22.4,217.0,,,,,
2020.01.31,338,桃農,P2,番石榴-紅心,N05,18.0,12.1,10.0,12.9,117.0,,,,,
2020.01.31,400,台中市,31,釋迦,N05,91.1,64.0,41.4,63.9,15243.0,,,,,
2020.01.31,400,台中市,32,釋迦-鳳梨釋迦,N05,82.6,57.2,36.6,65.1,4138.0,,,,,
2020.01.31,400,台中市,45,草莓,N05,150.0,102.8,50.0,108.8,5992.0,,,,,
2020.01.31,400,台中市,459,草莓-進口,N05,500.0,250.0,250.0,266.7,15.0,,,,,
2020.01.31,400,台中市,50,百香果-其他,N05,25.0,19.0,13.0,18.6,51.0,,,,,
