year,city_id,crop_id,altitude,planted_area,harvested_area,production
2024,HSQ,Y1,High,117.94,117.94,937.628
2024,HSC,Y1,High,,,
2024,NTP,Y1,High,3.82,2.29,16.976
2024,CHA,Y1,High,6.21,4.26,30.766
2024,PIF,Y1,High,5.65,5.5,38.427
2024,ILA,Y1,High,10.97,10.89,104.182
2024,KEE,Y1,High,0.03,0.03,0.21
2024,CYQ,Y1,High,34.05,33.35,364.125
2024,CYI,Y1,High,,,
2024,NTO,Y1,High,124.02,118.47,839.243
2024,KHH,Z4,High,15.14,14.84,71.423
2024,YUN,Z4,High,9.98,9.98,79.89
2024,KIN,Z4,High,,,
2024,LIE,Z4,High,,,
2024,MLI,Z4,High,377.82,377.82,2855.049
2024,HUA,Z4,High,21.28,20.98,107.385
2024,TTT,Z4,High,79,72.75,415.093
2024,TNN,Z4,High,2.93,2.93,22.384
2024,TPE,Z4,High,2.66,2.66,16.782
2024,TXG,Z4,High,3342.77,3341.97,37616.718
2024,PEN,Z4,High,,,
2024,TYN,Z4,High,63.82,63.8,689.04
2024,HSQ,Z4,High,217.22,217.22,1797.254
2024,HSC,Z4,High,,,
2024,NTP,Z4,High,12.15,9.76,51.437
2024,CHA,Z4,High,0.23,0.23,1.832
2024,PIF,Z4,High,0.15,0.1,0.652
2024,ILA,Z4,High,15.34,14.98,175.804
2024,KEE,Z4,High,,,
2024,CYQ,Z4,High,323.17,321.67,3481.249
2024,CYI,Z4,High,,,
2024,NTO,Z4,High,165.63,165.63,1084.729
2024,KHH,E1,Low,12.01,12.01,143.105
2024,YUN,E1,Low,1289.41,1281.74,31560.645
2024,KIN,E1,Low,0.04,0.04,0.37
2024,LIE,E1,Low,,,
2024,MLI,E1,Low,12.32,12.12,189.707
2024,HUA,E1,Low,25.62,24.45,208.876
2024,TTT,E1,Low,23.59,23.59,250.058
2024,TNN,E1,Low,1711.41,1704.57,38431.684
2024,TPE,E1,Low,3.3,3.3,20.196
2024,TXG,E1,Low,29.09,20.77,400.436
2024,PEN,E1,Low,,,
2024,TYN,E1,Low,2.51,2.32,23.358
2024,HSQ,E1,Low,71.8,71.8,1426.625
2024,HSC,E1,Low,,,
2024,NTP,E1,Low,3.76,3.62,35.314
2024,CHA,E1,Low,20.66,20.61,387.521
2024,PIF,E1,Low,5.18,5,49.348
2024,ILA,E1,Low,45.97,44.44,593.783
2024,KEE,E1,Low,,,
2024,CYQ,E1,Low,929.32,905.33,15456.321
2024,CYI,E1,Low,45.5,45.5,690.69
2024,NTO,E1,Low,420.43,413.43,8378.152
2024,KHH,L1,Low,0.51,0.51,3.437
2024,YUN,L1,Low,0.2,0.2,0.931
2024,KIN,L1,Low,,,
2024,LIE,L1,Low,,,
2024,MLI,L1,Low,34.35,34.35,235.476
2024,HUA,L1,Low,3.52,3.5,21.249
2024,TTT,L1,Low,130.49,119.19,613.537
2024,TNN,L1,Low,0.03,0.03,0.196
2024,TPE,L1,Low,0.01,0.01,0.057
2024,TXG,L1,Low,620.85,619.85,4048.204
2024,PEN,L1,Low,,,
2024,TYN,L1,Low,6.92,6.9,51.75
2024,HSQ,L1,Low,0.67,0.67,3.47
2024,HSC,L1,Low,,,
2024,NTP,L1,Low,0.06,0.02,0.041
2024,CHA,L1,Low,0.09,,
2024,PIF,L1,Low,,,
2024,ILA,L1,Low,1.94,1.42,9.696
2024,KEE,L1,Low,,,
2024,CYQ,L1,Low,0.11,0.11,0.7
2024,CYI,L1,Low,,,
2024,NTO,L1,Low,84.06,83.74,566.222
2024,KHH,N3,High,146.99,146.99,608.313
2024,YUN,N3,High,1.3,1.3,4.16
2024,KIN,N3,High,,,
2024,LIE,N3,High,,,
2024,MLI,N3,High,493.11,492.51,3738.18
2024,HUA,N3,High,2.41,2.16,11.416
2024,TTT,N3,High,114.82,114.37,726.334
2024,TNN,N3,High,1.06,1.06,9.873
2024,TPE,N3,High,,,
2024,TXG,N3,High,235.39,235.39,2049.324
2024,PEN,N3,High,,,
2024,TYN,N3,High,2.67,2.55,7.038
2024,HSQ,N3,High,27.6,27.6,257.995
2024,HSC,N3,High,,,
2024,NTP,N3,High,2.41,2.34,10.19
2024,CHA,N3,High,1.2,1.2,10.8
2024,PIF,N3,High,7.33,7.33,48.424
2024,ILA,N3,High,12.72,12.72,187.927
2024,KEE,N3,High,,,
2024,CYQ,N3,High,14.51,14.51,83.91
2024,CYI,N3,High,,,
2024,NTO,N3,High,186.87,184.92,1788.783
2024,KHH,I1,Low,273.79,273.73,12115.28
2024,YUN,I1,Low,165.24,161.98,6521.053
2024,KIN,I1,Low,0.27,0.27,5.57
2024,LIE,I1,Low,,,
2024,MLI,I1,Low,31.08,31.08,972.685
2024,HUA,I1,Low,11.45,9.9,177.926
2024,TTT,I1,Low,62.24,56.94,1540.736
2024,TNN,I1,Low,648.81,607.53,26577.896
2024,TPE,I1,Low,3.02,3.02,49.185
2024,TXG,I1,Low,21.44,20.82,799.179
2024,PEN,I1,Low,1.11,1,4.887
2024,TYN,I1,Low,5.94,4.54,88.574
2024,HSQ,I1,Low,6.1,6.1,236.217
2024,HSC,I1,Low,0.22,0.22,10.574
2024,NTP,I1,Low,3.22,3.02,57.651
2024,CHA,I1,Low,38.58,35.93,1319.459
2024,PIF,I1,Low,692.37,669.77,30265.927
2024,ILA,I1,Low,3.33,2.33,54.908
2024,KEE,I1,Low,0.06,0.06,0.626
2024,CYQ,I1,Low,259.26,246.56,9764.028
2024,CYI,I1,Low,8.55,8.55,343.845
2024,NTO,I1,Low,426.92,361.79,14704.837
2024,KHH,H1,Low,15.82,15.82,147.734
2024,YUN,H1,Low,234.48,228.53,4822.874
2024,KIN,H1,Low,0.11,0.11,0.672
2024,LIE,H1,Low,,,
2024,MLI,H1,Low,455.22,453.67,6061.266
2024,HUA,H1,Low,849.19,797.37,13795.655
2024,TTT,H1,Low,85.39,83.59,1216.829
2024,TNN,H1,Low,1075.57,1060.28,24670.323
2024,TPE,H1,Low,14.42,14.42,109.979
2024,TXG,H1,Low,85.87,85.4,1197.528
2024,PEN,H1,Low,,,
2024,TYN,H1,Low,25.92,23.54,222.976
2024,HSQ,H1,Low,67.77,67.77,743.69
2024,HSC,H1,Low,8.65,8.65,103.043
2024,NTP,H1,Low,431.08,409.16,5249.148
2024,CHA,H1,Low,24.04,24.04,364.067
2024,PIF,H1,Low,1.09,0.56,6.473
2024,ILA,H1,Low,208.72,177.37,2542.318
2024,KEE,H1,Low,17.07,17.07,162.728
2024,CYQ,H1,Low,159.55,159.55,2139.236
2024,CYI,H1,Low,3.4,3.4,34.85
2024,NTO,H1,Low,79.67,79.57,1191.237
2024,KHH,11,Low,410.14,409.94,3636.651
2024,YUN,11,Low,2.53,2.38,20.99
2024,KIN,11,Low,,,
2024,LIE,11,Low,,,
2024,MLI,11,Low,0.01,0.01,0.052
2024,HUA,11,Low,29.09,21.6,95.127
2024,TTT,11,Low,582.16,551.67,3997.236
2024,TNN,11,Low,131.67,130.31,1617.6
2024,TPE,11,Low,,,
2024,TXG,11,Low,0.54,0.13,1.047
2024,PEN,11,Low,0.03,,
2024,TYN,11,Low,,,
2024,HSQ,11,Low,,,
2024,HSC,11,Low,,,
2024,NTP,11,Low,,,
2024,CHA,11,Low,0.1,0.1,0.7
2024,PIF,11,Low,692.85,653.21,5412.593
2024,ILA,11,Low,0.45,,
2024,KEE,11,Low,,,
2024,CYQ,11,Low,12.79,9.59,96.518
2024,CYI,11,Low,0.78,0.58,5.024
2024,NTO,11,Low,1.1,1.05,9.079
2023,KHH,K3,Low,1363.58,1360.33,7652.175
2023,YUN,K3,Low,33.98,33.82,208.267
2023,KIN,K3,Low,0.42,0.42,1.624
2023,LIE,K3,Low,,,
2023,MLI,K3,Low,62.53,62.53,395.105
2023,HUA,K3,Low,7.4,3.3,12.524
2023,TTT,K3,Low,21.37,20.47,142.914
2023,TNN,K3,Low,3691.1,3690.4,20884.938
2023,TPE,K3,Low,1.53,1.53,8.577
2023,TXG,K3,Low,2164.74,2163.76,20253.332
2023,PEN,K3,Low,,,
2023,TYN,K3,Low,0.44,0.2,0.97
2023,HSQ,K3,Low,9.76,9.76,63.322
2023,HSC,K3,Low,,,
2023,NTP,K3,Low,0.45,0.3,2.437
2023,CHA,K3,Low,648.94,646.44,5276.329
2023,PIF,K3,Low,18.25,12.11,81.471
2023,ILA,K3,Low,7.31,5.85,42.743
2023,KEE,K3,Low,,,
2023,CYQ,K3,Low,1056.18,1049.2,7344.868
2023,CYI,K3,Low,39.1,39.1,302.784
2023,NTO,K3,Low,1309.98,1295.43,7710.493
2023,KHH,B2,Low,1510.99,975.62,50071.612
2023,YUN,B2,Low,881.57,553.84,31128.815
2023,KIN,B2,Low,,,
2023,LIE,B2,Low,,,
2023,MLI,B2,Low,2.5,2.5,82.45
2023,HUA,B2,Low,99.31,46.85,1795.213
2023,TTT,B2,Low,343.32,266.16,9441.311
2023,TNN,B2,Low,1574.76,1008.11,54819.342
2023,TPE,B2,Low,,,
2023,TXG,B2,Low,167.66,155.04,7202.842
2023,PEN,B2,Low,0.1,0.1,2.7
2023,TYN,B2,Low,1.06,0.43,17.86
2023,HSQ,B2,Low,0.39,0.39,7.02
2023,HSC,B2,Low,,,
2023,NTP,B2,Low,4.19,2.65,67.051
2023,CHA,B2,Low,216.89,185.5,9645.87
2023,PIF,B2,Low,3482.96,2144.27,116268.921
2023,ILA,B2,Low,33.42,24.14,637.948
2023,KEE,B2,Low,0.17,0.17,4.28
2023,CYQ,B2,Low,1473.98,955.3,52380.703
2023,CYI,B2,Low,78.01,52.88,2256.295
2023,NTO,B2,Low,997.28,756.09,42790.054
2023,KHH,A1,Low,2219.27,2168.54,50659.086
2023,YUN,A1,Low,700.29,685.19,24944.519
2023,KIN,A1,Low,0.8,0.8,12.2
2023,LIE,A1,Low,,,
2023,MLI,A1,Low,128.06,126.96,2975.845
2023,HUA,A1,Low,221.19,177.33,3831.197
2023,TTT,A1,Low,466.67,443.3,6848.248
2023,TNN,A1,Low,955.11,952.04,19376.703
2023,TPE,A1,Low,7.78,7.78,126.578
2023,TXG,A1,Low,611.12,597.26,9823.837
2023,PEN,A1,Low,2.15,2.07,33.279
2023,TYN,A1,Low,63.39,58.94,772.673
2023,HSQ,A1,Low,107.23,107.23,2036.092
2023,HSC,A1,Low,7.31,7.31,131.094
2023,NTP,A1,Low,79.75,71.93,1284.953
2023,CHA,A1,Low,113.48,112.18,2663.522
2023,PIF,A1,Low,4013.37,3883.22,105763.356
2023,ILA,A1,Low,69.28,63.48,1447.243
2023,KEE,A1,Low,4.44,4.44,50.194
2023,CYQ,A1,Low,2344.95,2280.82,50570.994
2023,CYI,A1,Low,28.5,28.2,503.73
2023,NTO,A1,Low,2722,2712.49,49506.244
2023,KHH,V1,Low,772.7,772.7,8954.681
2023,YUN,V1,Low,208.19,208.19,3250.483
2023,KIN,V1,Low,1.13,1.13,12.314
2023,LIE,V1,Low,,,
2023,MLI,V1,Low,15.32,15.32,111.96
2023,HUA,V1,Low,14.12,14.12,120.306
2023,TTT,V1,Low,,,
2023,TNN,V1,Low,109.69,109.69,1283.59
2023,TPE,V1,Low,0.15,0.15,1.25
2023,TXG,V1,Low,15.88,15.88,169.807
2023,PEN,V1,Low,,,
2023,TYN,V1,Low,15.6,15.6,178.745
2023,HSQ,V1,Low,11.44,11.44,114.468
2023,HSC,V1,Low,,,
2023,NTP,V1,Low,6.08,6.08,42.449
2023,CHA,V1,Low,136.66,136.66,1809.386
2023,PIF,V1,Low,447.16,447.16,5552.841
2023,ILA,V1,Low,53.62,53.62,914.398
2023,KEE,V1,Low,,,
2023,CYQ,V1,Low,299.48,299.48,3289.674
2023,CYI,V1,Low,1.42,1.42,16.249
2023,NTO,V1,Low,2.4,2.4,29.982
2023,KHH,T1,Low,423.48,423.48,5982.014
2023,YUN,T1,Low,713.47,713.47,12860.526
2023,KIN,T1,Low,1.71,1.71,25.94
2023,LIE,T1,Low,,,
2023,MLI,T1,Low,146.46,146.46,2417.46
2023,HUA,T1,Low,1619.58,1608.38,37441.523
2023,TTT,T1,Low,64.1,64.1,1144.625
2023,TNN,T1,Low,1342.32,1342.32,16515.713
2023,TPE,T1,Low,,,
2023,TXG,T1,Low,202.17,202.17,3934.025
2023,PEN,T1,Low,40.26,40.26,268.775
2023,TYN,T1,Low,202.31,202.31,4451.731
2023,HSQ,T1,Low,48.28,48.28,793.769
2023,HSC,T1,Low,1.25,1.25,13.75
2023,NTP,T1,Low,58.84,58.84,1012.746
2023,CHA,T1,Low,380.51,380.51,7805.095
2023,PIF,T1,Low,447.16,447.16,7620.517
2023,ILA,T1,Low,733.27,733.27,21614.698
2023,KEE,T1,Low,0.04,0.04,0.2
2023,CYQ,T1,Low,382.26,382.26,5723.64
2023,CYI,T1,Low,0.7,0.7,9.45
2023,NTO,T1,Low,1.4,1.4,21.35
2023,KHH,X69,High,0.02,0.02,0.105
2023,YUN,X69,High,,,
2023,KIN,X69,High,0.02,0.02,0.064
2023,LIE,X69,High,,,
2023,MLI,X69,High,,,
2023,HUA,X69,High,0.75,0.75,4.491
2023,TTT,X69,High,,,
2023,TNN,X69,High,0.5,0.5,2.625
2023,TPE,X69,High,,,
2023,TXG,X69,High,155.2,155.2,869.12
2023,PEN,X69,High,,,
2023,TYN,X69,High,1.52,1,10
2023,HSQ,X69,High,0.2,0.2,1.5
2023,HSC,X69,High,,,
2023,NTP,X69,High,,,
2023,CHA,X69,High,,,
2023,PIF,X69,High,,,
2023,ILA,X69,High,,,
2023,KEE,X69,High,,,
2023,CYQ,X69,High,0.06,0.06,0.504
2023,CYI,X69,High,,,
2023,NTO,X69,High,22,22,300.96
2023,KHH,Q1,Low,405.58,405.23,4599.456
2023,YUN,Q1,Low,21.68,21.48,179.559
2023,KIN,Q1,Low,,,
2023,LIE,Q1,Low,,,
2023,MLI,Q1,Low,2.04,2.04,13.023
2023,HUA,Q1,Low,39,13.33,52.256
2023,TTT,Q1,Low,10.28,10.18,79.974
2023,TNN,Q1,Low,32.69,32.69,317.917
2023,TPE,Q1,Low,3.06,3.06,18.24
2023,TXG,Q1,Low,11.04,11.03,137.155
2023,PEN,Q1,Low,,,
2023,TYN,Q1,Low,0.22,0.06,0.378
2023,HSQ,Q1,Low,1.91,1.91,16.739
2023,HSC,Q1,Low,,,
2023,NTP,Q1,Low,0.92,,
2023,CHA,Q1,Low,5.08,5.08,36.14
2023,PIF,Q1,Low,1919.15,1907.6,28926.804
2023,ILA,Q1,Low,87.72,86.17,1299.253
2023,KEE,Q1,Low,0.45,0.45,3.163
2023,CYQ,Q1,Low,211.04,210.44,4405.7
2023,CYI,Q1,Low,,,
2023,NTO,Q1,Low,74.22,73.52,647.857
2023,KHH,H4,Low,2.24,2.24,20.226
2023,YUN,H4,Low,87.88,87.88,1632.92
2023,KIN,H4,Low,,,
2023,LIE,H4,Low,,,
2023,MLI,H4,Low,11.54,11.54,146.296
2023,HUA,H4,Low,12.74,7.94,87.491
2023,TTT,H4,Low,9.87,9.87,102.996
2023,TNN,H4,Low,18.66,18.66,293.133
2023,TPE,H4,Low,1.4,1.4,12.941
2023,TXG,H4,Low,2.52,2.22,27.72
2023,PEN,H4,Low,,,
2023,TYN,H4,Low,,,
2023,HSQ,H4,Low,5.54,5.54,69.775
2023,HSC,H4,Low,2.8,2.8,47.28
2023,NTP,H4,Low,6.14,6.14,72.618
2023,CHA,H4,Low,2.29,2.29,25.923
2023,PIF,H4,Low,8.11,8.11,81.436
2023,ILA,H4,Low,2.05,2.05,30.233
2023,KEE,H4,Low,,,
2023,CYQ,H4,Low,243.1,241.6,3595.485
2023,CYI,H4,Low,22.2,22.2,366.054
2023,NTO,H4,Low,1.9,1.7,25.488
2023,KHH,S1,Low,2.58,2.58,62.566
2023,YUN,S1,Low,0.76,0.53,11.8
2023,KIN,S1,Low,,,
2023,LIE,S1,Low,,,
2023,MLI,S1,Low,442.91,442.91,13636.388
2023,HUA,S1,Low,,,
2023,TTT,S1,Low,0.8,0.8,29.132
2023,TNN,S1,Low,4.04,3.6,122.026
2023,TPE,S1,Low,,,
2023,TXG,S1,Low,422.58,422.16,11910.924
2023,PEN,S1,Low,,,
2023,TYN,S1,Low,4.91,4.56,74.619
2023,HSQ,S1,Low,0.94,0.94,19.166
2023,HSC,S1,Low,0.19,0.19,2.968
2023,NTP,S1,Low,0.07,0.06,1.76
2023,CHA,S1,Low,1137.8,1137.8,29879.528
2023,PIF,S1,Low,1.1,0.5,21.599
2023,ILA,S1,Low,0.55,0.55,10.425
2023,KEE,S1,Low,,,
2023,CYQ,S1,Low,8.7,8.7,237.603
2023,CYI,S1,Low,,,
2023,NTO,S1,Low,281.83,281.83,8478.127
2023,KHH,J1,Low,3057.17,3044.52,18487.799
2023,YUN,J1,Low,74.41,73.66,502.842
2023,KIN,J1,Low,0.01,0.01,0.042
2023,LIE,J1,Low,,,
2023,MLI,J1,Low,28.54,28.54,136.619
2023,HUA,J1,Low,2.17,1.58,6.029
2023,TTT,J1,Low,110.03,110.03,682.77
2023,TNN,J1,Low,816.2,816.1,5698.855
2023,TPE,J1,Low,,,
2023,TXG,J1,Low,1805.68,1800.2,12753.928
2023,PEN,J1,Low,,,
2023,TYN,J1,Low,0.56,,
2023,HSQ,J1,Low,3.53,3.53,24.106
2023,HSC,J1,Low,35.5,35.5,203.078
2023,NTP,J1,Low,,,
2023,CHA,J1,Low,862.71,858.31,6727.677
2023,PIF,J1,Low,485.98,480.83,3628.569
2023,ILA,J1,Low,1.91,1.14,7.504
2023,KEE,J1,Low,,,
2023,CYQ,J1,Low,926.05,926.05,9380.371
2023,CYI,J1,Low,47.06,47.06,390.742
2023,NTO,J1,Low,1318.44,1318.44,9400.351
2023,KHH,45,Low,2.1,2.1,22.614
2023,YUN,45,Low,3.58,3.58,20.349
2023,KIN,45,Low,,,
2023,LIE,45,Low,,,
2023,MLI,45,Low,521.55,521.55,6462.366
2023,HUA,45,Low,1.36,1.36,10.2
2023,TTT,45,Low,0.42,0.42,4.2
2023,TNN,45,Low,3.46,3.46,39.858
2023,TPE,45,Low,2.95,2.95,27.435
2023,TXG,45,Low,12.15,12.15,116.651
2023,PEN,45,Low,,,
2023,TYN,45,Low,5.25,5.25,60.382
2023,HSQ,45,Low,14,14,127.182
2023,HSC,45,Low,0.3,0.3,1.8
2023,NTP,45,Low,0.68,0.68,7.93
2023,CHA,45,Low,2.8,2.8,27.23
2023,PIF,45,Low,0.3,0.3,2.658
2023,ILA,45,Low,0.25,0.25,2.5
2023,KEE,45,Low,,,
2023,CYQ,45,Low,3.03,3.03,36.76
2023,CYI,45,Low,0.3,0.3,3.6
2023,NTO,45,Low,11.27,11.27,86.716
2023,KHH,R1,Low,1893.45,1889.22,14944.251
2023,YUN,R1,Low,153.29,151.86,1725.461
2023,KIN,R1,Low,,,
2023,LIE,R1,Low,,,
2023,MLI,R1,Low,15.65,15.65,172.688
2023,HUA,R1,Low,119.77,56.71,479.277
2023,TTT,R1,Low,379.25,360.14,3106.02
2023,TNN,R1,Low,7267.34,7254.49,87926.997
2023,TPE,R1,Low,,,
2023,TXG,R1,Low,120.48,117.66,1180.737
2023,PEN,R1,Low,,,
2023,TYN,R1,Low,5.63,2.38,17.089
2023,HSQ,R1,Low,4.19,4.18,29.082
2023,HSC,R1,Low,1.5,1.1,13.983
2023,NTP,R1,Low,3.1,2.34,15.612
2023,CHA,R1,Low,150.68,149.1,1441.329
2023,PIF,R1,Low,5780.22,5621.08,67230.411
2023,ILA,R1,Low,8.75,6.9,75.867
2023,KEE,R1,Low,0.1,0.1,0.48
2023,CYQ,R1,Low,292.78,287.51,3823.632
2023,CYI,R1,Low,23.75,23.75,260.404
2023,NTO,R1,Low,124.06,120.16,1155.468
2023,KHH,51,Low,46.4,41.2,586.874
2023,YUN,51,Low,11.37,10.5,172.966
2023,KIN,51,Low,0.26,0.26,2.14
2023,LIE,51,Low,,,
2023,MLI,51,Low,18.3,18.3,353.175
2023,HUA,51,Low,8.65,7.05,88.174
2023,TTT,51,Low,18.56,17.66,244.5
2023,TNN,51,Low,35.9,35.6,575.748
2023,TPE,51,Low,1.62,1.62,19.479
2023,TXG,51,Low,67.78,67.78,1327.881
2023,PEN,51,Low,,,
2023,TYN,51,Low,2.7,2.47,31.96
2023,HSQ,51,Low,3.51,3.51,53.431
2023,HSC,51,Low,,,
2023,NTP,51,Low,5.13,4.76,52.549
2023,CHA,51,Low,20.17,20.17,243.643
2023,PIF,51,Low,42.26,41.09,454.685
2023,ILA,51,Low,5.51,4.52,49.264
2023,KEE,51,Low,0.37,0.37,1.254
2023,CYQ,51,Low,25.29,24.94,287.118
2023,CYI,51,Low,0.45,0.45,12.96
2023,NTO,51,Low,640.34,630.2,16195.712
2023,KHH,H2,Low,5.16,5.16,52.858
2023,YUN,H2,Low,43.01,42.81,666.735
2023,KIN,H2,Low,0.04,0.04,0.352
2023,LIE,H2,Low,,,
2023,MLI,H2,Low,48.65,48.65,731.817
2023,HUA,H2,Low,5.7,5.7,59.528
2023,TTT,H2,Low,52.22,52.22,623.397
2023,TNN,H2,Low,270.97,270.89,5387.965
2023,TPE,H2,Low,4.51,4.51,47.015
2023,TXG,H2,Low,6.52,5.12,52.455
2023,PEN,H2,Low,0.02,,
2023,TYN,H2,Low,0.13,0.1,1.26
2023,HSQ,H2,Low,0.5,0.5,8.1
2023,HSC,H2,Low,0.55,0.55,5.625
2023,NTP,H2,Low,4.64,4.3,67.485
2023,CHA,H2,Low,73.87,73.87,863.423
2023,PIF,H2,Low,0.97,0.43,5.534
2023,ILA,H2,Low,3,3,51.245
2023,KEE,H2,Low,,,
2023,CYQ,H2,Low,63.91,63.91,764.034
2023,CYI,H2,Low,12.4,12.4,173.661
2023,NTO,H2,Low,22.68,22.68,277.93
2023,KHH,31,Low,11.85,11.85,100.329
2023,YUN,31,Low,8.8,8.15,121.196
2023,KIN,31,Low,,,
2023,LIE,31,Low,,,
2023,MLI,31,Low,0.63,0.63,6.293
2023,HUA,31,Low,16.72,14.16,147.728
2023,TTT,31,Low,4999.23,4845.63,17243.28
2023,TNN,31,Low,75.56,75.41,932.518
2023,TPE,31,Low,,,
2023,TXG,31,Low,33.07,32.59,412.097
2023,PEN,31,Low,0.29,0.27,0.842
2023,TYN,31,Low,0.3,0.3,1.013
2023,HSQ,31,Low,0.7,0.5,2.8
2023,HSC,31,Low,,,
2023,NTP,31,Low,0.21,0.15,0.6
2023,CHA,31,Low,21.28,21.28,173.305
2023,PIF,31,Low,28.57,21.54,186.398
2023,ILA,31,Low,1.15,0.85,10.108
2023,KEE,31,Low,,,
2023,CYQ,31,Low,3.11,3.11,28.024
2023,CYI,31,Low,,,
2023,NTO,31,Low,4.9,4.9,75.001
2023,KHH,72,Low,539.81,539.81,13383.71
2023,YUN,72,Low,432.88,432.88,11200.242
2023,KIN,72,Low,0.8,0.8,15.884
2023,LIE,72,Low,,,
2023,MLI,72,Low,167.25,167.25,3428.407
2023,HUA,72,Low,28.84,28.34,393.193
2023,TTT,72,Low,49.54,49.54,1117.482
2023,TNN,72,Low,434.53,434.53,11424.362
2023,TPE,72,Low,16.75,16.75,245.464
2023,TXG,72,Low,118.15,118.15,2733.496
2023,PEN,72,Low,7.84,7.84,79.507
2023,TYN,72,Low,9.88,9.88,156.698
2023,HSQ,72,Low,50.23,50.23,1014.391
2023,HSC,72,Low,0.77,0.77,10.08
2023,NTP,72,Low,2.4,2.4,26.489
2023,CHA,72,Low,299.96,299.96,7718.847
2023,PIF,72,Low,51.37,51.37,1334.506
2023,ILA,72,Low,53.58,53.58,1306.134
2023,KEE,72,Low,0.03,0.03,0.288
2023,CYQ,72,Low,836.91,836.91,17409.592
2023,CYI,72,Low,5.36,5.36,111.201
2023,NTO,72,Low,471.79,471.79,10550.224
2023,KHH,P1,Low,2771.8,2747.28,62331.457
2023,YUN,P1,Low,349.14,347.4,8906.792
2023,KIN,P1,Low,1.17,1.17,14.55
2023,LIE,P1,Low,,,
2023,MLI,P1,Low,52.77,52.37,905.616
2023,HUA,P1,Low,81.47,73.16,986.497
2023,TTT,P1,Low,120.77,117.77,1881.287
2023,TNN,P1,Low,1626.68,1614.64,36092.913
2023,TPE,P1,Low,3.16,3.16,30.874
2023,TXG,P1,Low,140.24,135.35,2546.691
2023,PEN,P1,Low,5.36,5.35,25.205
2023,TYN,P1,Low,35.2,28.08,309.725
2023,HSQ,P1,Low,24.64,24.64,448.128
2023,HSC,P1,Low,10.13,10.13,179.949
2023,NTP,P1,Low,51.53,43.85,499.661
2023,CHA,P1,Low,1354.78,1353.61,41305.446
2023,PIF,P1,Low,603.17,557.08,14191.888
2023,ILA,P1,Low,203.55,196.7,4308.682
2023,KEE,P1,Low,0.18,0.18,1.302
2023,CYQ,P1,Low,373.68,365.6,8536.669
2023,CYI,P1,Low,11.63,11.63,245.456
2023,NTO,P1,Low,184.94,181.72,3662.931
2023,KHH,C5,Low,,,
2023,YUN,C5,Low,,,
2023,KIN,C5,Low,,,
2023,LIE,C5,Low,,,
2023,MLI,C5,Low,1.1,1.1,10.48
2023,HUA,C5,Low,,,
2023,TTT,C5,Low,1.71,1.71,14.878
2023,TNN,C5,Low,1.5,1.5,27.429
2023,TPE,C5,Low,,,
2023,TXG,C5,Low,0.73,0.73,9.037
2023,PEN,C5,Low,,,
2023,TYN,C5,Low,,,
2023,HSQ,C5,Low,,,
2023,HSC,C5,Low,,,
2023,NTP,C5,Low,,,
2023,CHA,C5,Low,,,
2023,PIF,C5,Low,,,
2023,ILA,C5,Low,1.27,1.27,17.645
2023,KEE,C5,Low,,,
2023,CYQ,C5,Low,0.69,0.69,7.925
2023,CYI,C5,Low,,,
2023,NTO,C5,Low,,,
2023,KHH,W1,Low,169.12,169.12,2082.695
2023,YUN,W1,Low,247.66,247.66,4592.109
2023,KIN,W1,Low,,,
2023,LIE,W1,Low,,,
2023,MLI,W1,Low,0.52,0.52,5.758
2023,HUA,W1,Low,1.1,1.1,13.07
2023,TTT,W1,Low,7.72,7.72,52.48
2023,TNN,W1,Low,806.17,806.17,9614.267
2023,TPE,W1,Low,0.09,0.09,0.56
2023,TXG,W1,Low,4.04,4.04,53.45
2023,PEN,W1,Low,35,35,266.207
2023,TYN,W1,Low,25.54,25.54,437.019
2023,HSQ,W1,Low,18.37,18.37,177.71
2023,HSC,W1,Low,,,
2023,NTP,W1,Low,0.03,0.03,0.45
2023,CHA,W1,Low,75.17,75.17,1385.398
2023,PIF,W1,Low,151.45,151.45,1906.414
2023,ILA,W1,Low,28.06,28.06,523.79
2023,KEE,W1,Low,,,
2023,CYQ,W1,Low,232.26,232.26,3062.846
2023,CYI,W1,Low,,,
2023,NTO,W1,Low,3.55,3.55,47.852
2023,KHH,F1,Low,187.48,183.55,2727.22
2023,YUN,F1,Low,28.45,28.45,354.637
2023,KIN,F1,Low,0.17,0.17,1.77
2023,LIE,F1,Low,,,
2023,MLI,F1,Low,4.5,3.7,38.315
2023,HUA,F1,Low,51.73,37.96,319.914
2023,TTT,F1,Low,91.17,91.07,969.318
2023,TNN,F1,Low,50.99,50.74,643.174
2023,TPE,F1,Low,0.65,0.65,4.29
2023,TXG,F1,Low,49.31,47.76,661.383
2023,PEN,F1,Low,0.05,0.05,0.8
2023,TYN,F1,Low,5.33,4.04,30.888
2023,HSQ,F1,Low,5.11,5.06,65.964
2023,HSC,F1,Low,,,
2023,NTP,F1,Low,2.29,0.98,9.139
2023,CHA,F1,Low,54.87,54.72,665.615
2023,PIF,F1,Low,1731.8,1669.69,25161.703
2023,ILA,F1,Low,7.85,6.69,95.024
2023,KEE,F1,Low,,,
2023,CYQ,F1,Low,85.25,75.05,1062.175
2023,CYI,F1,Low,1.6,1.6,20.076
2023,NTO,F1,Low,81.06,72.29,997.211
