ObsTime,avg_price_per_kg,vege_id,StnPres,Temperature,RH,WS,Precp,typhoon
2022-01-01,63.78,20,1017.27,18.49,73.01,3.05,0.03,0
2022-01-01,72.64,60,978.47,16.8,76.86,1.34,0.03,0
2022-01-01,22.39,11,1022.4,17.7,74.0,3.8,0.0,0
2022-01-01,60.1,38,949.89,14.49,82.06,1.25,0.0,0
2022-01-01,86.75,24,1020.08,19.0,78.75,1.88,0.73,0
2022-01-01,36.43,44,994.91,16.84,82.9,1.63,1.03,0
2022-01-01,90.7,15,1016.58,17.06,76.34,3.04,0.0,0
2022-01-01,64.75,59,1022.8,17.4,79.0,4.0,0.0,0
2022-01-01,62.66,49,1021.53,18.03,73.27,3.69,0.01,0
2022-01-01,49.87,25,930.0,13.7,82.9,0.5,0.0,0
2022-01-01,34.73,40,1021.16,17.79,74.71,3.8,0.0,0
2022-01-01,162.35,26,999.18,16.72,76.95,2.49,0.0,0
2022-01-01,21.57,1,1017.76,17.47,75.06,3.22,0.0,0
2022-01-01,101.19,35,1022.4,17.7,74.0,3.8,0.0,0
2022-01-01,84.1,23,1022.63,17.48,77.51,3.71,0.11,0
2022-01-01,224.56,28,1022.05,17.62,76.3,3.89,0.0,0
2022-01-01,48.75,19,1022.4,17.7,74.0,3.8,0.0,0
2022-01-01,48.76,55,1013.88,17.98,73.95,3.0,0.01,0
2022-01-01,35.18,18,1022.54,17.54,76.86,3.91,0.0,0
2022-01-02,63.84,20,1015.6,18.69,74.18,3.21,0.06,0
2022-01-02,71.26,60,976.82,16.87,76.6,1.37,0.05,0
2022-01-02,17.61,11,1020.6,17.9,75.1,4.0,0.0,0
2022-01-02,52.18,38,948.03,14.61,79.5,1.59,0.0,0
2022-01-02,89.28,24,1018.8,19.43,78.41,1.75,0.78,0
2022-01-02,38.0,44,993.43,17.12,80.19,1.76,0.13,0
2022-01-02,80.74,15,1014.85,17.25,76.62,3.35,0.0,0
2022-01-02,63.69,59,1020.7,17.6,79.5,5.2,0.0,0
2022-01-02,74.29,49,1019.78,17.9,77.74,3.09,0.02,0
2022-01-02,51.86,25,928.2,13.8,79.5,0.6,0.0,0
2022-01-02,38.61,40,1019.45,17.72,79.61,3.29,0.0,0
2022-01-02,133.7,26,997.4,16.66,78.57,2.38,0.0,0
2022-01-02,25.63,1,1016.06,17.66,75.74,3.47,0.0,0
2022-01-02,90.86,35,1020.6,17.9,75.1,4.0,0.0,0
2022-01-02,87.0,23,1020.76,17.63,78.03,4.42,0.02,0
2022-01-02,179.0,28,1020.16,17.67,79.01,4.14,0.0,0
2022-01-02,80.88,19,1020.6,17.9,75.1,4.0,0.0,0
2022-01-02,40.08,55,1012.16,17.98,76.78,2.79,0.03,0
2022-01-02,33.12,18,1020.58,17.72,77.88,4.63,0.0,0
2022-01-03,15.0,20,1014.31,18.99,74.83,3.09,0.03,0
2022-01-03,79.57,60,975.78,17.38,76.44,1.29,0.03,0
2022-01-03,71.0,24,1017.51,19.81,77.16,1.74,0.06,0
2022-01-03,65.1,59,1019.6,17.9,80.0,4.8,0.0,0
2022-01-03,21.7,1,1014.66,18.11,75.81,3.4,0.0,0
2022-01-03,156.7,35,1019.2,18.2,76.4,3.9,0.0,0
2022-01-03,55.07,55,1010.94,18.33,76.76,2.71,0.01,0
2022-01-03,41.8,18,1019.35,18.01,78.6,4.36,0.0,0
2022-01-03,12.88,11,1019.2,18.2,76.4,3.9,0.0,0
2022-01-03,91.92,15,1013.47,17.8,76.32,3.3,0.0,0
2022-01-03,67.83,19,1019.2,18.2,76.4,3.9,0.0,0
2022-01-03,109.5,23,1019.5,18.04,78.59,4.17,0.0,0
2022-01-03,62.27,25,927.4,14.5,79.4,0.6,0.0,0
2022-01-03,207.4,26,996.23,17.12,78.73,2.3,0.0,0
2022-01-03,257.6,28,1018.95,17.95,79.06,3.95,0.0,0
2022-01-03,65.45,38,947.16,15.23,79.53,1.5,0.0,0
2022-01-03,41.47,40,1018.14,17.93,78.96,3.28,0.0,0
2022-01-03,47.0,44,992.24,17.66,80.57,1.73,0.27,0
2022-01-03,100.83,49,1018.55,18.22,77.54,3.08,0.01,0
2022-01-04,72.45,20,1013.31,19.41,78.57,2.58,0.64,0
2022-01-04,66.47,60,974.82,17.73,78.03,1.16,0.55,0
2022-01-04,23.7,11,1018.2,18.6,80.4,3.1,0.0,0
2022-01-04,70.37,38,946.16,15.57,79.42,1.37,0.0,0
2022-01-04,86.3,24,1016.38,20.4,80.05,1.67,7.27,0
2022-01-04,43.67,44,991.34,18.17,83.28,1.33,1.25,0
2022-01-04,94.58,15,1012.27,18.27,80.5,2.9,0.0,0
2022-01-04,69.77,59,1018.2,18.4,85.0,4.2,0.0,0
2022-01-04,69.93,49,1017.49,18.64,81.73,2.33,0.2,0
2022-01-04,54.31,25,926.5,14.8,77.9,0.6,0.0,0
2022-01-04,37.26,40,1017.14,18.51,82.96,2.48,0.0,0
2022-01-04,106.1,26,995.17,17.49,81.62,1.79,0.0,0
2022-01-04,25.86,1,1013.59,18.54,80.08,2.87,0.0,0
2022-01-04,103.05,35,1018.2,18.6,80.4,3.1,0.0,0
2022-01-04,83.57,23,1018.29,18.41,83.83,3.5,0.65,0
2022-01-04,287.12,28,1017.76,18.44,83.56,3.24,0.0,0
2022-01-04,29.38,19,1018.2,18.6,80.4,3.1,0.0,0
2022-01-04,36.15,55,1009.91,18.74,80.55,2.17,0.3,0
2022-01-04,37.64,18,1018.13,18.48,83.16,3.68,0.0,0
2022-01-05,65.14,20,1011.2,19.94,81.22,2.14,1.31,0
2022-01-05,67.75,60,972.88,18.38,82.23,1.04,1.13,0
2022-01-05,16.73,11,1016.3,18.6,84.4,2.5,0.0,0
2022-01-05,68.09,38,944.61,15.51,87.16,0.94,0.0,0
2022-01-05,94.32,24,1013.65,21.37,82.06,1.55,2.48,0
2022-01-05,43.55,44,988.88,19.08,86.16,1.38,0.4,0
2022-01-05,94.1,15,1010.4,18.23,85.74,2.02,0.05,0
2022-01-05,61.14,59,1016.5,18.5,88.5,2.9,0.0,0
2022-01-05,71.2,49,1015.42,19.32,84.84,2.73,0.41,0
2022-01-05,60.25,25,925.0,14.7,86.8,0.4,0.0,0
2022-01-05,37.11,40,1015.06,19.31,85.55,2.94,0.0,0
2022-01-05,185.9,26,993.32,17.9,85.96,1.79,0.0,0
2022-01-05,23.14,1,1011.66,18.62,84.47,2.15,0.03,0
2022-01-05,99.57,35,1016.3,18.6,84.4,2.5,0.0,0
2022-01-05,74.37,23,1016.33,18.59,86.7,2.6,0.0,0
2022-01-05,251.1,28,1015.87,18.85,86.78,2.87,0.0,0
2022-01-05,49.13,19,1016.3,18.6,84.4,2.5,0.0,0
2022-01-05,39.66,55,1007.86,19.44,83.18,2.19,0.62,0
2022-01-05,34.04,18,1016.33,18.59,86.78,2.75,0.0,0
2022-01-06,66.01,20,1012.12,19.13,77.8,4.75,2.85,0
2022-01-06,61.89,60,973.47,17.93,83.12,2.03,3.08,0
2022-01-06,15.96,11,1017.3,18.0,78.1,5.7,1.5,0
2022-01-06,77.35,38,944.96,15.78,87.24,2.01,1.81,0
2022-01-06,85.46,24,1015.9,19.63,82.75,3.06,6.44,0
2022-01-06,34.35,44,990.81,17.84,84.93,2.31,1.65,0
2022-01-06,89.43,15,1012.0,17.17,80.87,4.77,3.47,0
2022-01-06,59.9,59,1017.4,17.9,81.5,7.2,2.2,0
2022-01-06,73.16,49,1016.41,18.69,79.41,4.34,0.68,0
2022-01-06,54.99,25,925.2,15.2,88.8,0.6,1.7,0
2022-01-06,35.9,40,1016.06,18.62,80.84,4.37,0.17,0
2022-01-06,164.05,26,994.16,17.43,82.8,3.36,1.85,0
2022-01-06,21.21,1,1012.97,17.77,79.45,4.91,2.14,0
2022-01-06,97.14,35,1017.3,18.0,78.1,5.7,1.5,0
2022-01-06,72.5,23,1017.61,17.84,80.56,6.19,2.39,0
2022-01-06,277.15,28,1016.82,18.23,80.74,5.68,1.12,0
2022-01-06,41.83,19,1017.3,18.0,78.1,5.7,1.5,0
2022-01-06,31.65,55,1008.75,18.69,80.17,3.97,1.91,0
2022-01-06,31.28,18,1017.27,17.99,80.2,6.45,1.8,0
2022-01-07,60.49,20,1014.04,18.16,76.76,4.33,1.37,0
2022-01-07,66.12,60,975.32,17.16,85.43,1.94,4.03,0
2022-01-07,25.33,11,1019.3,16.5,77.9,5.1,2.4,0
2022-01-07,53.41,38,946.85,14.58,93.17,1.82,8.81,0
2022-01-07,88.13,24,1017.61,19.11,81.88,2.58,2.24,0
2022-01-07,38.4,44,992.42,16.79,85.01,2.15,3.04,0
2022-01-07,82.42,15,1013.8,15.99,79.03,4.41,2.38,0
2022-01-07,59.36,59,1019.6,16.7,79.5,6.3,3.0,0
2022-01-07,65.77,49,1018.39,17.12,82.36,4.05,0.73,0
2022-01-07,53.51,25,927.0,14.0,96.9,0.6,10.4,0
2022-01-07,35.78,40,1018.06,16.94,83.91,4.22,0.98,0
2022-01-07,60.0,26,996.13,16.11,85.32,3.07,3.0,0
2022-01-07,20.71,1,1014.84,16.53,78.34,4.49,2.09,0
2022-01-07,99.17,35,1019.3,16.5,77.9,5.1,2.4,0
2022-01-07,74.63,23,1019.69,16.47,79.87,5.4,2.77,0
2022-01-07,285.9,28,1018.91,16.77,81.48,5.14,1.92,0
2022-01-07,40.09,19,1019.3,16.5,77.9,5.1,2.4,0
2022-01-07,35.84,55,1010.71,17.51,81.31,3.7,1.16,0
2022-01-07,28.58,18,1019.38,16.64,79.21,5.71,2.64,0
2022-01-08,64.46,20,1012.48,18.64,74.14,3.86,0.06,0
2022-01-08,67.91,60,973.84,17.48,82.65,1.72,0.72,0
2022-01-08,24.28,11,1017.5,17.2,73.6,4.4,0.1,0
2022-01-08,42.82,38,945.21,14.88,88.23,1.64,1.46,0
2022-01-08,85.53,24,1016.09,19.13,80.31,2.52,1.12,0
2022-01-08,43.05,44,990.76,16.94,83.79,1.74,0.7,0
2022-01-08,80.47,15,1011.85,16.6,75.04,3.88,0.11,0
2022-01-08,62.28,59,1017.8,17.0,77.0,5.8,0.2,0
2022-01-08,101.14,49,1016.77,17.8,76.45,3.18,0.06,0
2022-01-08,54.81,25,925.4,14.3,91.3,0.5,1.8,0
2022-01-08,40.86,40,1016.44,17.55,79.08,3.25,0.19,0
2022-01-08,200.65,26,994.43,16.64,80.98,2.46,0.49,0
2022-01-08,23.1,1,1013.0,17.16,74.44,3.94,0.08,0
2022-01-08,87.78,35,1017.5,17.2,73.6,4.4,0.1,0
2022-01-08,65.8,23,1017.84,16.93,76.7,4.87,0.26,0
2022-01-08,218.15,28,1017.19,17.27,77.38,4.4,0.16,0
2022-01-08,32.49,19,1017.5,17.2,73.6,4.4,0.1,0
2022-01-08,36.42,55,1009.11,18.06,77.43,3.07,0.1,0
2022-01-08,32.56,18,1017.6,17.11,75.89,5.11,0.16,0
2022-01-09,60.44,20,1010.7,18.8,74.74,2.96,0.0,0
2022-01-09,67.93,60,972.04,17.2,80.32,1.35,0.0,0
2022-01-09,17.39,11,1015.8,17.7,76.0,3.7,0.0,0
2022-01-09,63.48,38,943.48,14.61,85.6,1.5,0.0,0
2022-01-09,80.81,24,1013.48,19.56,78.08,1.71,0.22,0
2022-01-09,44.4,44,988.37,17.25,82.92,1.6,0.04,0
2022-01-09,78.57,15,1009.97,17.25,77.25,3.15,0.0,0
2022-01-09,61.21,59,1016.0,17.6,79.0,4.8,0.0,0
2022-01-09,95.75,49,1014.96,17.91,78.59,3.08,0.0,0
2022-01-09,55.81,25,923.7,13.8,87.4,0.6,0.0,0
2022-01-09,37.99,40,1014.65,17.79,80.6,3.35,0.0,0
2022-01-09,124.35,26,992.65,16.81,81.3,2.38,0.0,0
2022-01-09,20.29,1,1011.19,17.63,76.27,3.28,0.0,0
2022-01-09,76.87,35,1015.8,17.7,76.0,3.7,0.0,0
2022-01-09,60.9,23,1015.96,17.59,78.22,4.06,0.0,0
2022-01-09,192.16,28,1015.4,17.67,79.35,3.96,0.0,0
2022-01-09,62.08,19,1015.8,17.7,76.0,3.7,0.0,0
2022-01-09,37.07,55,1007.32,18.13,78.23,2.74,0.0,0
2022-01-09,32.2,18,1015.83,17.65,78.0,4.29,0.0,0
2022-01-10,80.5,60,971.31,17.04,80.98,1.36,0.0,0
2022-01-10,22.0,38,942.68,14.68,85.91,1.5,0.0,0
2022-01-10,88.0,24,1012.51,19.71,79.52,1.65,0.0,0
2022-01-10,77.65,59,1015.2,17.9,83.0,4.8,0.0,0
2022-01-10,20.0,1,1010.36,17.82,79.12,3.18,0.06,0
2022-01-10,156.7,35,1015.0,18.0,78.6,3.5,0.0,0
2022-01-10,48.7,55,1006.64,18.13,80.56,2.68,0.0,0
2022-01-10,23.1,18,1015.04,17.93,81.39,4.22,0.0,0
2022-01-10,16.47,11,1015.0,18.0,78.6,3.5,0.0,0
2022-01-10,91.0,15,1009.07,17.49,80.13,3.1,0.1,0
2022-01-10,50.45,19,1015.0,18.0,78.6,3.5,0.0,0
2022-01-10,63.45,20,1009.96,18.8,77.06,2.85,0.0,0
2022-01-10,73.85,23,1015.13,17.86,81.99,3.97,0.27,0
2022-01-10,64.3,25,922.9,13.8,86.7,0.6,0.0,0
2022-01-10,218.7,26,991.91,16.95,82.86,2.35,0.0,0
2022-01-10,263.7,28,1014.66,17.85,82.67,3.95,0.0,0
2022-01-10,41.97,40,1013.94,17.82,83.2,3.41,0.0,0
2022-01-10,51.2,44,987.3,17.51,83.21,1.67,0.49,0
2022-01-10,140.22,49,1014.32,18.0,81.65,2.99,0.0,0
2022-01-11,61.42,20,1011.74,16.67,73.14,4.44,0.06,0
2022-01-11,66.28,60,972.65,15.17,82.56,1.88,0.08,0
2022-01-11,20.55,11,1017.0,15.7,71.1,5.7,0.0,0
2022-01-11,52.35,38,943.84,13.04,87.51,2.01,0.0,0
2022-01-11,83.47,24,1014.51,17.12,79.06,2.49,0.56,0
2022-01-11,40.2,44,989.38,14.93,84.11,2.32,0.53,0
2022-01-11,90.68,15,1011.63,14.59,74.06,4.89,0.82,0
2022-01-11,61.39,59,1017.3,15.4,74.0,7.2,0.0,0
2022-01-11,102.05,49,1016.1,16.3,72.98,4.91,0.02,0
2022-01-11,53.14,25,923.8,12.4,91.2,0.6,0.0,0
2022-01-11,39.7,40,1015.76,16.14,75.26,5.26,0.0,0
2022-01-11,163.0,26,993.64,14.79,78.69,3.74,0.07,0
2022-01-11,18.17,1,1012.6,15.31,73.0,4.96,0.45,0
2022-01-11,89.8,35,1017.0,15.7,71.1,5.7,0.0,0
2022-01-11,75.7,23,1017.34,15.39,73.15,6.23,0.0,0
2022-01-11,289.57,28,1016.61,15.78,73.98,6.09,0.0,0
2022-01-11,36.16,19,1017.0,15.7,71.1,5.7,0.0,0
2022-01-11,33.37,55,1008.36,16.19,75.1,4.25,0.03,0
2022-01-11,32.77,18,1017.08,15.56,73.01,6.51,0.0,0
2022-01-12,65.01,20,1014.09,15.54,69.79,2.47,0.0,0
2022-01-12,64.02,60,974.86,13.92,79.02,1.35,0.0,0
2022-01-12,16.42,11,1019.2,14.5,71.0,2.4,0.0,0
2022-01-12,74.55,38,945.76,11.65,86.46,0.86,0.0,0
2022-01-12,99.13,24,1017.11,16.4,70.4,2.08,0.0,0
2022-01-12,36.83,44,991.59,13.79,79.39,1.31,0.06,0
2022-01-12,75.57,15,1013.22,13.64,74.14,2.26,0.13,0
2022-01-12,61.68,59,1019.3,14.4,73.5,2.9,0.0,0
2022-01-12,104.81,49,1018.46,14.68,72.32,2.39,0.0,0
2022-01-12,51.85,25,925.7,10.9,90.0,0.3,0.0,0
2022-01-12,35.68,40,1018.14,14.68,74.1,2.67,0.0,0
2022-01-12,163.4,26,995.74,13.43,78.37,1.63,0.0,0
2022-01-12,18.2,1,1014.51,14.21,72.56,2.27,0.07,0
2022-01-12,95.74,35,1019.2,14.5,71.0,2.4,0.0,0
2022-01-12,70.43,23,1019.33,14.32,73.08,2.57,0.0,0
2022-01-12,302.6,28,1018.8,14.49,73.44,2.68,0.0,0
2022-01-12,58.33,19,1019.2,14.5,71.0,2.4,0.0,0
2022-01-12,35.04,55,1010.69,14.83,73.29,2.16,0.0,0
2022-01-12,36.46,18,1019.18,14.46,72.62,2.7,0.0,0
2022-01-13,64.11,20,1014.24,16.27,68.3,3.54,0.18,0
2022-01-13,65.91,60,975.0,14.66,75.65,1.63,0.15,0
2022-01-13,33.05,11,1019.6,15.3,68.3,4.4,0.0,0
2022-01-13,47.5,38,946.21,12.37,81.21,1.59,0.0,0
2022-01-13,118.4,24,1016.73,16.66,76.54,1.9,2.13,0
2022-01-13,32.2,44,991.47,14.74,80.98,1.91,1.46,0
2022-01-13,110.0,15,1013.92,14.39,71.23,3.52,0.0,0
2022-01-13,66.9,59,1019.9,15.2,71.0,5.2,0.0,0
2022-01-13,86.0,49,1018.65,15.56,70.52,4.17,0.05,0
2022-01-13,49.67,25,926.1,11.6,84.0,0.6,0.0,0
2022-01-13,44.6,40,1018.27,15.48,72.46,4.49,0.0,0
2022-01-13,18.93,1,1015.0,15.03,69.39,3.74,0.0,0
2022-01-13,147.9,35,1019.6,15.3,68.3,4.4,0.0,0
2022-01-13,57.4,23,1019.78,15.14,70.12,4.63,0.0,0
2022-01-13,240.0,28,1019.18,15.31,71.23,4.75,0.0,0
2022-01-13,66.0,19,1019.6,15.3,68.3,4.4,0.0,0
2022-01-13,45.03,55,1010.86,15.65,71.08,3.49,0.08,0
2022-01-13,44.4,18,1019.68,15.26,70.1,4.86,0.0,0
2022-01-13,266.8,26,996.11,14.29,74.71,3.01,0.0,0
2022-01-14,62.96,20,1014.39,16.12,67.37,3.18,0.0,0
2022-01-14,58.52,60,975.24,14.65,75.7,1.62,0.0,0
2022-01-14,21.11,11,1019.4,15.2,65.6,3.4,0.0,0
2022-01-14,52.9,38,946.14,12.51,79.89,1.41,0.0,0
2022-01-14,105.23,24,1017.73,16.43,75.52,2.22,0.0,0
2022-01-14,34.93,44,992.18,14.32,79.48,1.48,0.04,0
2022-01-14,79.03,15,1013.45,14.67,66.67,2.97,0.0,0
2022-01-14,59.92,59,1019.6,15.1,68.5,4.4,0.0,0
2022-01-14,89.9,49,1018.68,15.27,69.29,2.7,0.0,0
2022-01-14,54.96,25,926.1,11.8,83.0,0.6,0.0,0
2022-01-14,41.8,40,1018.34,15.02,71.53,2.69,0.0,0
2022-01-14,201.0,26,996.01,14.24,73.18,2.04,0.0,0
2022-01-14,16.55,1,1014.75,15.08,66.23,3.03,0.0,0
2022-01-14,90.94,35,1019.4,15.2,65.6,3.4,0.0,0
2022-01-14,62.45,23,1019.61,15.02,67.84,3.73,0.0,0
2022-01-14,283.65,28,1019.05,15.06,69.4,3.46,0.0,0
2022-01-14,37.9,19,1019.4,15.2,65.6,3.4,0.0,0
2022-01-14,34.09,55,1010.96,15.46,70.26,2.58,0.0,0
2022-01-14,41.31,18,1019.44,15.13,67.63,3.91,0.0,0
2022-01-15,63.93,20,1014.33,18.17,73.43,2.38,0.0,0
2022-01-15,62.15,60,975.5,16.74,77.03,1.28,0.0,0
2022-01-15,20.97,11,1019.4,17.3,75.6,2.7,0.0,0
2022-01-15,51.1,38,946.77,14.69,81.83,1.16,0.0,0
2022-01-15,89.18,24,1017.09,18.98,73.72,1.72,0.0,0
2022-01-15,35.4,44,991.83,16.94,80.55,1.4,0.03,0
2022-01-15,71.46,15,1013.42,16.71,77.59,2.26,0.05,0
2022-01-15,62.04,59,1019.6,17.2,79.0,3.2,0.0,0
2022-01-15,90.79,49,1018.57,17.61,75.83,2.7,0.0,0
2022-01-15,57.6,25,926.9,14.0,82.6,0.6,0.0,0
2022-01-15,38.9,40,1018.25,17.3,78.34,2.79,0.0,0
2022-01-15,180.55,26,996.14,16.46,78.98,1.92,0.0,0
2022-01-15,15.47,1,1014.72,17.09,76.18,2.37,0.03,0
2022-01-15,98.44,35,1019.4,17.3,75.6,2.7,0.0,0
2022-01-15,77.4,23,1019.49,17.2,77.6,2.86,0.0,0
2022-01-15,202.73,28,1019.0,17.27,78.09,2.95,0.0,0
2022-01-15,38.49,19,1019.4,17.3,75.6,2.7,0.0,0
2022-01-15,32.48,55,1010.92,17.65,75.85,2.29,0.0,0
2022-01-15,42.35,18,1019.43,17.24,77.7,2.99,0.0,0
2022-01-16,56.17,20,1014.07,19.34,77.34,2.87,0.15,0
2022-01-16,61.42,60,975.48,18.06,76.45,1.31,0.13,0
2022-01-16,22.58,11,1019.1,18.2,80.7,3.5,0.0,0
2022-01-16,69.05,38,946.92,15.65,80.15,1.46,0.0,0
2022-01-16,99.36,24,1017.02,20.27,78.5,1.64,0.28,0
2022-01-16,34.38,44,991.95,18.1,83.02,1.49,3.93,0
2022-01-16,81.42,15,1013.18,17.78,81.06,3.01,0.0,0
2022-01-16,65.27,59,1019.2,18.4,84.0,4.6,0.0,0
2022-01-16,85.57,49,1018.24,18.55,81.06,2.98,0.05,0
2022-01-16,55.19,25,927.2,14.9,79.1,0.6,0.0,0
2022-01-16,38.03,40,1017.86,18.38,82.47,3.15,0.0,0
2022-01-16,130.85,26,995.96,17.58,80.82,2.22,0.0,0
2022-01-16,15.66,1,1014.46,18.15,80.09,3.08,0.0,0
2022-01-16,91.4,35,1019.1,18.2,80.7,3.5,0.0,0
2022-01-16,84.53,23,1019.19,18.32,82.56,3.95,0.11,0
2022-01-16,267.1,28,1018.62,18.35,82.89,3.78,0.0,0
2022-01-16,34.38,19,1019.1,18.2,80.7,3.5,0.0,0
2022-01-16,32.64,55,1010.64,18.86,79.05,2.63,0.07,0
2022-01-16,44.73,18,1019.07,18.32,82.67,4.09,0.0,0
2022-01-17,86.73,60,974.55,18.33,83.45,1.45,2.47,0
2022-01-17,86.0,24,1016.14,20.6,82.05,2.05,0.78,0
2022-01-17,79.3,59,1018.6,17.7,87.0,6.6,1.5,0
2022-01-17,11.9,1,1013.88,17.74,82.51,4.48,1.56,0
2022-01-17,156.7,35,1018.4,17.9,81.6,5.2,1.2,0
2022-01-17,40.1,55,1009.8,18.9,82.14,3.59,1.11,0
2022-01-17,33.1,18,1018.42,17.85,84.7,5.94,1.33,0
2022-01-17,27.3,11,1018.4,17.9,81.6,5.2,1.2,0
2022-01-17,78.57,15,1012.78,17.23,84.35,4.29,1.86,0
2022-01-17,34.0,19,1018.4,17.9,81.6,5.2,1.2,0
2022-01-17,59.1,20,1013.21,19.18,80.33,3.9,1.14,0
2022-01-17,109.3,23,1018.63,17.73,85.5,5.63,2.79,0
2022-01-17,68.83,25,926.3,15.9,87.1,0.5,4.0,0
2022-01-17,231.7,26,995.21,17.67,84.76,3.13,2.03,0
2022-01-17,321.25,28,1017.92,18.24,84.25,5.42,1.02,0
2022-01-17,68.1,38,946.08,16.29,87.08,1.81,3.46,0
2022-01-17,40.13,40,1017.07,18.78,82.66,4.49,0.58,0
2022-01-17,38.15,44,991.06,18.64,84.92,2.12,1.29,0
2022-01-17,97.65,49,1017.42,18.96,81.16,4.17,0.57,0
2022-01-18,59.6,20,1012.35,18.49,82.3,3.62,0.59,0
2022-01-18,63.75,60,973.67,17.45,90.16,1.52,4.98,0
2022-01-18,31.16,11,1017.4,17.4,82.1,4.4,0.4,0
2022-01-18,74.33,38,945.08,15.59,94.16,1.7,9.47,0
2022-01-18,92.03,24,1015.89,19.63,83.07,2.37,2.24,0
2022-01-18,30.4,44,990.34,17.82,85.49,2.2,3.1,0
2022-01-18,92.5,15,1011.63,16.9,83.23,4.1,0.43,0
2022-01-18,71.63,59,1017.6,17.4,84.5,6.1,0.2,0
2022-01-18,77.64,49,1016.68,17.71,87.34,3.28,4.73,0
2022-01-18,55.11,25,925.3,15.1,96.8,0.5,12.0,0
2022-01-18,37.01,40,1016.25,17.4,89.35,3.6,5.62,0
2022-01-18,150.0,26,994.27,16.8,89.87,2.55,4.2,0
2022-01-18,17.18,1,1012.84,17.23,83.47,4.06,0.58,0
2022-01-18,94.36,35,1017.4,17.4,82.1,4.4,0.4,0
2022-01-18,78.2,23,1017.72,17.26,84.5,5.05,6.06,0
2022-01-18,293.6,28,1017.03,17.4,86.56,4.68,2.82,0
2022-01-18,37.95,19,1017.4,17.4,82.1,4.4,0.4,0
2022-01-18,30.05,55,1008.99,17.91,87.04,3.1,2.69,0
2022-01-18,44.15,18,1017.43,17.4,83.95,5.3,0.65,0
2022-01-19,49.38,20,1010.81,18.85,78.46,3.94,0.0,0
2022-01-19,57.8,60,972.15,17.74,85.15,1.74,0.21,0
2022-01-19,21.68,11,1015.9,17.8,78.4,4.6,0.0,0
2022-01-19,72.87,38,943.56,15.68,89.78,1.7,0.47,0
2022-01-19,107.02,24,1014.34,19.55,82.41,2.8,3.81,0
2022-01-19,27.83,44,989.03,17.76,83.88,2.15,0.94,0
2022-01-19,77.3,15,1010.18,17.41,79.53,4.17,0.0,0
2022-01-19,63.84,59,1016.0,17.8,82.0,6.1,0.0,0
2022-01-19,69.3,49,1015.12,18.08,82.31,3.61,0.0,0
2022-01-19,55.93,25,923.8,15.1,91.9,0.5,0.6,0
2022-01-19,34.23,40,1014.75,17.8,84.5,3.89,0.0,0
2022-01-19,173.4,26,992.75,17.21,84.82,2.73,0.1,0
2022-01-19,15.88,1,1011.37,17.71,79.31,4.2,0.0,0
2022-01-19,95.19,35,1015.9,17.8,78.4,4.6,0.0,0
2022-01-19,59.28,23,1016.14,17.62,81.74,5.12,4.97,0
2022-01-19,296.08,28,1015.47,17.8,82.72,4.84,0.0,0
2022-01-19,25.74,19,1015.9,17.8,78.4,4.6,0.0,0
2022-01-19,32.16,55,1007.44,18.33,82.17,3.34,0.0,0
2022-01-19,39.6,18,1015.88,17.8,80.84,5.39,0.0,0
2022-01-20,43.6,20,1010.44,19.04,77.54,3.2,0.06,0
2022-01-20,56.12,60,971.98,17.66,82.34,1.53,0.08,0
2022-01-20,19.4,11,1015.3,18.3,76.0,3.4,0.0,0
2022-01-20,65.9,38,943.33,15.61,84.19,1.48,0.0,0
2022-01-20,81.41,24,1014.88,19.07,86.31,3.13,6.17,0
2022-01-20,28.73,44,989.41,17.77,81.1,2.1,1.26,0
2022-01-20,67.9,15,1009.67,17.81,76.53,3.58,0.0,0
2022-01-20,62.21,59,1015.3,18.2,79.0,4.7,0.0,0
2022-01-20,69.42,49,1014.63,18.21,80.79,2.59,0.02,0
2022-01-20,51.34,25,923.7,14.9,85.6,0.6,0.0,0
2022-01-20,34.73,40,1014.33,18.3,82.19,2.69,0.0,0
2022-01-20,148.8,26,992.29,17.42,81.55,1.89,0.07,0
2022-01-20,13.23,1,1010.86,18.12,76.82,3.36,0.0,0
2022-01-20,89.74,35,1015.3,18.3,76.0,3.4,0.0,0
2022-01-20,52.45,23,1015.61,18.04,79.14,3.95,6.54,0
2022-01-20,206.8,28,1014.89,18.19,80.17,3.57,0.0,0
2022-01-20,26.53,19,1015.3,18.3,76.0,3.4,0.0,0
2022-01-20,29.02,55,1007.03,18.52,80.1,2.5,0.03,0
2022-01-20,36.6,18,1015.23,18.24,78.11,4.08,0.0,0
2022-01-21,35.88,20,1011.08,19.09,82.17,3.26,0.94,0
2022-01-21,54.42,60,972.7,17.58,87.01,1.56,2.91,0
2022-01-21,14.26,11,1016.0,18.3,83.9,3.6,0.7,0
2022-01-21,52.22,38,944.28,15.26,92.86,1.25,3.47,0
2022-01-21,77.25,24,1015.33,19.22,84.19,2.44,7.51,0
2022-01-21,25.5,44,990.11,17.34,87.92,1.81,3.75,0
2022-01-21,70.72,15,1010.21,17.59,86.62,3.22,6.4,0
2022-01-21,60.51,59,1016.4,17.7,92.0,4.0,5.2,0
2022-01-21,71.05,49,1015.19,18.89,84.15,3.46,0.21,0
2022-01-21,50.16,25,924.6,14.6,93.1,0.5,3.0,0
