ObsTime,avg_price_per_kg,vege_id,StnPres,Temperature,RH,WS,Precp,typhoon
2022-05-28,63.37,44,980.49,26.11,87.13,1.14,1.62,0
2022-05-28,87.06,15,1000.26,27.01,84.81,1.94,0.87,0
2022-05-28,137.0,59,1006.6,27.4,86.0,2.7,0.5,0
2022-05-28,51.8,49,1006.27,28.14,81.64,2.26,0.09,0
2022-05-28,60.09,25,923.6,22.3,92.5,0.6,9.1,0
2022-05-28,26.64,40,1005.95,28.23,81.1,2.09,0.13,0
2022-05-28,90.3,26,985.35,26.64,84.38,1.8,1.75,0
2022-05-28,47.95,1,1001.78,27.3,83.67,1.82,0.62,0
2022-05-28,64.32,35,1006.3,27.7,83.4,2.0,0.4,0
2022-05-28,42.32,23,1006.37,27.36,85.42,2.26,0.59,0
2022-05-28,132.0,28,1006.32,27.81,83.54,2.39,0.3,0
2022-05-28,30.21,19,1006.3,27.7,83.4,2.0,0.4,0
2022-05-28,93.71,55,999.0,27.67,82.53,1.97,0.14,0
2022-05-28,61.77,18,1006.44,27.57,84.7,2.4,0.44,0
2022-05-29,35.47,20,1002.2,28.14,80.92,2.01,0.0,0
2022-05-29,74.28,60,967.01,26.0,82.2,1.36,0.74,0
2022-05-29,26.85,11,1006.6,28.1,82.9,2.2,0.0,0
2022-05-29,55.0,38,941.35,23.84,87.46,1.03,1.65,0
2022-05-29,80.51,24,1004.41,27.72,81.59,1.65,0.0,0
2022-05-29,70.15,44,980.34,26.91,82.99,1.33,0.33,0
2022-05-29,89.76,15,1000.37,27.78,81.5,2.23,0.0,0
2022-05-29,139.5,59,1006.4,28.0,84.0,2.6,0.0,0
2022-05-29,49.6,49,1006.12,28.38,81.34,2.13,0.0,0
2022-05-29,60.02,25,923.6,22.7,88.4,0.6,2.1,0
2022-05-29,28.8,40,1005.8,28.54,80.95,2.02,0.0,0
2022-05-29,98.99,26,985.31,27.04,82.19,1.88,0.35,0
2022-05-29,44.86,1,1001.94,27.87,81.72,2.05,0.0,0
2022-05-29,72.4,35,1006.6,28.1,82.9,2.2,0.0,0
2022-05-29,64.3,23,1006.36,27.95,83.81,2.31,0.0,0
2022-05-29,132.96,28,1006.19,28.24,82.55,2.31,0.0,0
2022-05-29,33.9,19,1006.6,28.1,82.9,2.2,0.0,0
2022-05-29,78.93,55,998.89,28.03,81.11,2.05,0.0,0
2022-05-29,56.83,18,1006.43,28.07,83.38,2.41,0.0,0
2022-05-30,98.0,60,966.88,26.24,83.81,1.27,0.63,0
2022-05-30,44.5,49,1005.97,28.16,82.43,2.12,5.35,0
2022-05-30,103.4,35,1006.0,28.2,82.0,2.0,3.4,0
2022-05-30,135.45,55,998.71,27.95,82.31,1.98,3.13,0
2022-05-30,100.0,18,1006.14,28.2,82.06,2.45,1.45,0
2022-05-30,44.8,1,1001.51,27.99,81.47,1.88,2.62,0
2022-05-30,20.75,11,1006.0,28.2,82.0,2.0,3.4,0
2022-05-30,87.5,15,1000.02,27.93,81.75,2.08,2.56,0
2022-05-30,34.5,19,1006.0,28.2,82.0,2.0,3.4,0
2022-05-30,35.25,20,1001.89,28.27,80.75,1.87,1.82,0
2022-05-30,73.95,23,1006.05,28.14,82.34,2.36,1.86,0
2022-05-30,76.8,24,1004.18,28.56,80.24,1.73,0.22,0
2022-05-30,70.57,25,923.3,23.3,89.4,0.6,0.8,0
2022-05-30,107.37,26,985.08,27.03,83.81,1.77,2.7,0
2022-05-30,139.17,28,1006.02,28.17,82.44,2.37,2.25,0
2022-05-30,55.0,38,941.09,24.35,87.81,1.07,0.63,0
2022-05-30,34.0,40,1005.65,28.2,82.88,2.0,2.87,0
2022-05-30,99.6,44,980.0,27.58,81.21,1.33,0.87,0
2022-05-30,147.93,59,1006.3,28.2,82.0,2.8,0.0,0
2022-05-31,40.82,20,1003.06,28.4,81.7,1.91,1.66,0
2022-05-31,81.31,60,968.09,26.0,85.7,1.17,6.76,0
2022-05-31,41.14,11,1007.1,28.4,83.2,2.2,2.6,0
2022-05-31,65.45,38,942.19,23.94,90.42,0.99,11.35,0
2022-05-31,102.3,24,1005.89,27.43,87.08,1.21,36.78,0
2022-05-31,57.25,44,981.66,26.73,86.0,1.36,10.31,0
2022-05-31,90.76,15,1001.29,27.55,85.78,1.83,5.13,0
2022-05-31,125.21,59,1007.4,28.1,85.0,2.4,2.0,0
2022-05-31,45.33,49,1007.06,28.7,81.66,2.52,0.45,0
2022-05-31,64.16,25,924.4,22.8,91.9,0.6,13.9,0
2022-05-31,31.87,40,1006.66,28.58,82.76,2.55,1.18,0
2022-05-31,108.04,26,986.25,26.94,85.82,1.83,5.61,0
2022-05-31,59.39,1,1002.7,27.96,83.78,1.91,3.11,0
2022-05-31,76.12,35,1007.1,28.4,83.2,2.2,2.6,0
2022-05-31,54.0,23,1007.23,27.99,85.02,2.21,4.02,0
2022-05-31,148.12,28,1007.09,28.38,83.59,2.47,1.49,0
2022-05-31,45.8,19,1007.1,28.4,83.2,2.2,2.6,0
2022-05-31,113.36,55,999.85,28.17,82.8,2.09,2.09,0
2022-05-31,62.5,18,1007.24,28.24,84.18,2.34,2.17,0
2022-06-01,37.87,20,1002.64,28.56,80.63,1.97,0.0,0
2022-06-01,82.76,60,967.61,26.4,82.86,1.33,1.77,0
2022-06-01,17.43,11,1006.8,28.5,82.5,2.2,0.0,0
2022-06-01,82.05,38,941.89,24.28,88.14,1.07,2.83,0
2022-06-01,100.65,24,1005.02,28.11,84.39,1.59,0.45,0
2022-06-01,44.4,44,984.44,27.11,85.1,1.42,0.66,0
2022-06-01,92.35,15,1000.69,28.19,82.19,2.28,0.62,0
2022-06-01,132.56,59,1007.1,28.6,83.5,2.8,0.0,0
2022-06-01,41.75,49,1006.76,28.71,81.87,2.29,0.0,0
2022-06-01,62.12,25,924.1,23.1,89.4,0.6,3.6,0
2022-06-01,32.72,40,1006.45,28.77,81.35,2.2,0.0,0
2022-06-01,88.71,26,985.84,27.38,83.17,1.96,1.27,0
2022-06-01,86.33,1,1002.23,28.3,81.67,2.08,0.0,0
2022-06-01,85.3,35,1006.8,28.5,82.5,2.2,0.0,0
2022-06-01,62.47,23,1006.85,28.42,83.39,2.42,0.0,0
2022-06-01,142.85,28,1006.82,28.66,82.53,2.48,0.0,0
2022-06-01,37.93,19,1006.8,28.5,82.5,2.2,0.0,0
2022-06-01,110.02,55,999.47,28.41,81.46,2.12,0.6,0
2022-06-01,55.37,18,1006.94,28.57,82.98,2.54,0.0,0
2022-06-02,32.1,20,1001.67,28.53,79.94,2.21,0.22,0
2022-06-02,80.21,60,966.66,26.09,83.44,1.51,3.54,0
2022-06-02,36.63,11,1005.9,28.6,80.8,2.2,0.0,0
2022-06-02,99.5,38,941.07,23.76,88.79,1.07,6.68,0
2022-06-02,103.74,24,1003.87,28.15,83.49,2.12,0.22,0
2022-06-02,35.98,44,980.06,26.76,85.08,1.21,1.4,0
2022-06-02,96.4,15,999.75,28.33,79.95,2.23,0.1,0
2022-06-02,131.12,59,1006.2,28.4,82.5,2.8,0.0,0
2022-06-02,46.42,49,1005.9,28.7,81.63,2.15,0.0,0
2022-06-02,60.78,25,923.3,22.5,90.5,0.6,8.5,0
2022-06-02,26.69,40,1005.55,28.78,80.98,1.93,0.0,0
2022-06-02,100.51,26,984.95,27.27,82.65,1.84,1.85,0
2022-06-02,50.09,1,1001.3,28.43,79.85,2.07,0.15,0
2022-06-02,74.81,35,1005.9,28.6,80.8,2.2,0.0,0
2022-06-02,45.86,23,1005.96,28.27,82.6,2.42,3.88,0
2022-06-02,159.22,28,1005.93,28.58,81.81,2.36,0.0,0
2022-06-02,61.0,19,1005.9,28.6,80.8,2.2,0.0,0
2022-06-02,112.65,55,998.54,28.32,81.4,2.12,0.34,0
2022-06-02,65.21,18,1006.04,28.5,81.77,2.52,0.0,0
2022-06-03,32.36,20,1002.26,28.73,78.38,2.2,1.98,0
2022-06-03,69.98,60,967.24,26.15,83.13,1.39,11.06,0
2022-06-03,27.28,11,1006.4,29.0,78.1,2.4,0.0,0
2022-06-03,52.75,38,941.49,24.01,87.86,1.11,16.81,0
2022-06-03,144.38,24,1004.75,28.29,81.49,1.73,0.0,0
2022-06-03,47.9,44,980.88,26.68,85.89,1.23,3.91,0
2022-06-03,98.47,15,1000.34,28.58,77.81,2.32,0.05,0
2022-06-03,140.0,59,1006.7,28.8,80.0,3.0,0.0,0
2022-06-03,48.88,49,1006.36,29.11,78.52,2.34,0.0,0
2022-06-03,59.45,25,923.7,22.7,90.0,0.6,21.4,0
2022-06-03,34.06,40,1006.05,29.27,77.75,2.22,0.0,0
2022-06-03,102.45,26,985.46,27.56,80.7,1.94,5.04,0
2022-06-03,52.14,1,1001.87,28.67,77.94,2.17,1.33,0
2022-06-03,72.2,35,1006.4,29.0,78.1,2.4,0.0,0
2022-06-03,50.08,23,1006.47,28.68,80.02,2.61,0.57,0
2022-06-03,167.32,28,1006.42,29.01,78.92,2.59,0.0,0
2022-06-03,70.2,19,1006.4,29.0,78.1,2.4,0.0,0
2022-06-03,106.65,55,999.09,28.57,79.44,2.19,2.31,0
2022-06-03,72.61,18,1006.54,28.91,79.14,2.72,0.0,0
2022-06-04,34.84,20,1002.83,27.04,85.85,2.11,15.63,0
2022-06-04,71.68,60,967.81,24.5,91.17,1.28,20.92,0
2022-06-04,44.85,11,1006.8,28.0,82.2,2.5,5.9,0
2022-06-04,66.0,38,941.79,23.52,90.68,1.14,10.15,0
2022-06-04,121.22,24,1005.15,26.81,86.21,1.54,16.98,0
2022-06-04,51.53,44,980.95,26.42,86.31,1.31,5.02,0
2022-06-04,107.4,15,1000.61,27.83,80.92,2.44,7.8,0
2022-06-04,114.5,59,1007.0,28.0,84.0,3.1,3.0,0
2022-06-04,45.03,49,1006.92,27.31,87.07,2.32,12.05,0
2022-06-04,65.42,25,924.0,22.3,92.5,0.6,12.1,0
2022-06-04,31.8,40,1006.62,27.12,88.83,2.32,19.08,0
2022-06-04,99.5,26,985.92,26.17,87.65,2.02,13.1,0
2022-06-04,37.12,1,1002.24,27.68,82.16,2.28,6.84,0
2022-06-04,76.07,35,1006.8,28.0,82.2,2.5,5.9,0
2022-06-04,62.9,23,1006.78,27.91,83.64,2.7,4.26,0
2022-06-04,158.47,28,1006.86,27.61,85.9,2.68,9.46,0
2022-06-04,52.88,19,1006.8,28.0,82.2,2.5,5.9,0
2022-06-04,105.45,55,999.67,26.74,88.2,2.15,17.21,0
2022-06-04,93.84,18,1006.9,27.94,83.67,2.82,5.18,0
2022-06-05,87.0,60,966.09,26.13,81.85,1.68,1.02,0
2022-06-05,53.0,38,940.15,24.62,83.15,1.49,0.39,0
2022-06-05,50.6,49,1005.3,28.44,80.44,2.85,2.43,0
2022-06-05,63.0,25,922.4,23.4,85.1,0.8,0.5,0
2022-06-05,24.8,1,1000.22,28.7,75.13,2.86,0.09,0
2022-06-05,69.0,35,1005.0,28.9,76.0,3.0,0.1,0
2022-06-05,120.0,28,1005.15,28.73,78.58,3.28,0.97,0
2022-06-05,108.7,55,997.98,28.13,79.83,2.66,1.42,0
2022-06-05,54.85,11,1005.0,28.9,76.0,3.0,0.1,0
2022-06-05,106.53,15,998.37,28.84,73.71,3.25,0.08,0
2022-06-05,131.9,18,1005.11,28.98,76.39,3.53,0.15,0
2022-06-05,67.25,19,1005.0,28.9,76.0,3.0,0.1,0
2022-06-05,32.23,20,1001.06,28.43,78.38,2.58,1.0,0
2022-06-05,62.9,23,1004.84,28.89,76.84,3.37,0.04,0
2022-06-05,120.85,24,1002.54,28.23,81.56,1.83,1.76,0
2022-06-05,111.92,26,984.15,27.44,79.06,2.62,0.84,0
2022-06-05,30.82,40,1005.0,28.37,81.75,2.56,1.69,0
2022-06-05,54.8,44,978.19,28.07,74.16,1.75,0.3,0
2022-06-05,153.0,59,1005.2,29.1,76.0,4.0,0.0,0
2022-06-06,90.73,60,964.93,26.02,83.95,1.78,8.25,0
2022-06-06,15.1,38,939.03,24.27,86.32,1.36,3.99,0
2022-06-06,48.3,49,1004.09,28.22,83.03,2.56,4.93,0
2022-06-06,103.4,35,1003.9,28.0,82.4,2.5,9.2,0
2022-06-06,191.0,55,996.78,27.85,82.96,2.48,5.61,0
2022-06-06,24.8,1,999.22,27.69,81.6,2.43,12.57,0
2022-06-06,63.0,25,921.3,23.2,87.5,0.8,4.8,0
2022-06-06,120.0,28,1003.96,28.2,82.63,2.81,3.05,0
2022-06-07,31.57,20,1001.31,25.65,92.24,1.41,42.74,0
2022-06-07,66.63,60,966.31,23.65,95.44,0.96,46.61,0
2022-06-07,30.8,11,1005.3,25.8,92.2,1.5,39.1,0
2022-06-07,40.0,38,940.31,22.3,97.23,0.71,40.24,0
2022-06-07,104.59,24,1004.19,25.58,92.25,1.46,37.55,0
2022-06-07,42.33,44,979.97,24.86,92.7,1.03,25.13,0
2022-06-07,90.56,15,999.5,24.77,93.57,1.4,51.76,0
2022-06-07,134.8,59,1005.6,25.6,95.5,1.5,67.5,0
2022-06-07,39.89,49,1005.33,25.79,93.85,1.75,42.71,0
2022-06-07,56.05,25,922.5,21.4,97.7,0.5,32.8,0
2022-06-07,31.89,40,1005.03,25.98,92.64,2.03,33.97,0
2022-06-07,77.34,26,984.47,24.48,95.45,1.32,50.28,0
2022-06-07,42.48,1,1000.93,25.14,93.08,1.37,48.08,0
2022-06-07,75.9,35,1005.3,25.8,92.2,1.5,39.1,0
2022-06-07,42.23,23,1005.44,25.52,94.18,1.49,51.87,0
2022-06-07,136.86,28,1005.35,25.76,94.17,1.71,50.7,0
2022-06-07,51.45,19,1005.3,25.8,92.2,1.5,39.1,0
2022-06-07,134.2,55,998.11,25.36,94.28,1.53,47.49,0
2022-06-07,69.48,18,1005.45,25.7,94.08,1.54,54.69,0
2022-06-08,26.7,20,1002.8,25.01,92.54,1.35,50.53,0
2022-06-08,61.31,60,967.74,23.36,94.85,0.94,39.25,0
2022-06-08,43.54,11,1006.9,24.5,94.0,1.4,66.0,0
2022-06-08,73.0,38,941.88,21.45,98.53,0.57,44.7,0
2022-06-08,148.77,24,1006.16,25.0,92.49,1.23,14.99,0
2022-06-08,57.13,44,982.02,23.67,96.07,0.84,28.1,0
2022-06-08,95.55,15,1001.16,23.63,94.53,1.47,62.89,0
2022-06-08,100.27,59,1007.4,24.2,99.0,1.2,90.5,0
2022-06-08,37.2,49,1006.75,25.44,93.05,1.67,31.06,0
2022-06-08,52.7,25,924.0,20.7,98.4,0.4,32.2,0
2022-06-08,29.43,40,1006.37,25.56,91.79,2.11,27.35,0
2022-06-08,78.51,26,985.97,23.81,95.59,1.25,49.94,0
2022-06-08,49.57,1,1002.53,24.02,94.19,1.39,64.45,0
2022-06-08,72.44,35,1006.9,24.5,94.0,1.4,66.0,0
2022-06-08,40.1,23,1007.24,24.16,96.75,1.24,74.63,0
2022-06-08,148.74,28,1006.93,24.85,95.42,1.58,58.52,0
2022-06-08,50.6,19,1006.9,24.5,94.0,1.4,66.0,0
2022-06-08,180.25,55,999.57,24.86,93.95,1.47,44.88,0
2022-06-08,79.63,18,1007.14,24.4,96.66,1.34,77.1,0
2022-06-09,24.26,20,1002.93,26.53,87.17,1.42,1.76,0
2022-06-09,71.92,60,967.91,24.35,90.31,0.9,3.5,0
2022-06-09,42.31,11,1007.0,26.6,87.1,1.7,1.1,0
2022-06-09,70.7,38,941.99,22.51,93.07,0.69,1.42,0
2022-06-09,97.57,24,1005.96,26.03,90.27,1.03,1.54,0
2022-06-09,59.77,44,981.9,24.82,92.32,0.96,1.81,0
2022-06-09,96.82,15,1001.17,25.86,88.02,1.52,5.53,0
2022-06-09,132.09,59,1007.2,26.2,91.5,1.4,1.5,0
2022-06-09,40.67,49,1006.89,26.96,87.19,1.88,3.12,0
2022-06-09,55.15,25,924.2,21.5,93.5,0.5,1.4,0
2022-06-09,32.07,40,1006.56,26.95,87.28,2.14,5.43,0
2022-06-09,80.91,26,986.08,25.32,89.85,1.41,5.47,0
2022-06-09,46.93,1,1002.6,26.12,87.75,1.49,3.54,0
2022-06-09,77.15,35,1007.0,26.6,87.1,1.7,1.1,0
2022-06-09,44.16,23,1007.1,26.22,89.88,1.49,1.3,0
2022-06-09,150.39,28,1006.93,26.6,89.11,1.75,2.98,0
2022-06-09,47.68,19,1007.0,26.6,87.1,1.7,1.1,0
2022-06-09,188.48,55,999.69,26.42,88.07,1.59,2.47,0
2022-06-09,61.41,18,1007.08,26.4,89.58,1.56,1.62,0
2022-06-10,27.46,20,1002.12,27.67,82.12,1.87,0.73,0
2022-06-10,70.93,60,967.2,25.33,85.42,1.13,0.09,0
2022-06-10,41.2,11,1006.0,27.6,82.5,2.3,1.3,0
2022-06-10,90.2,38,941.15,23.2,88.95,1.11,0.4,0
2022-06-10,101.5,24,1004.64,27.38,84.04,1.14,0.0,0
2022-06-10,66.55,44,980.38,25.86,85.43,1.23,0.6,0
2022-06-10,97.2,15,999.93,27.04,83.47,2.15,1.32,0
2022-06-10,146.6,59,1006.2,27.6,84.0,3.0,1.5,0
2022-06-10,45.54,49,1006.23,27.62,84.12,2.29,1.41,0
2022-06-10,61.01,25,923.4,22.0,90.3,0.6,0.1,0
2022-06-10,39.63,40,1005.91,27.6,85.15,2.3,3.07,0
2022-06-10,102.57,26,985.24,26.2,85.11,1.91,1.01,0
2022-06-10,46.0,1,1001.52,27.25,82.94,2.03,1.23,0
2022-06-10,75.3,35,1006.0,27.6,82.5,2.3,1.3,0
2022-06-10,38.64,23,1006.03,27.43,83.99,2.54,1.3,0
2022-06-10,169.98,28,1006.1,27.59,84.34,2.61,1.97,0
2022-06-10,56.35,19,1006.0,27.6,82.5,2.3,1.3,0
2022-06-10,169.07,55,998.99,27.34,83.84,2.05,0.92,0
2022-06-10,58.99,18,1006.11,27.6,83.52,2.69,1.53,0
2022-06-11,28.22,20,1003.34,27.72,81.01,2.08,7.4,0
2022-06-11,80.87,60,968.33,25.38,85.11,1.18,9.1,0
2022-06-11,36.08,11,1007.3,27.8,80.8,2.6,9.4,0
2022-06-11,70.3,38,942.31,23.64,88.0,1.24,4.6,0
2022-06-11,97.58,24,1005.87,27.56,83.6,1.6,2.76,0
2022-06-11,60.35,44,981.52,26.53,81.38,1.47,6.07,0
2022-06-11,102.37,15,1001.29,26.93,82.26,2.43,9.67,0
2022-06-11,127.87,59,1007.6,27.8,82.5,3.2,3.5,0
2022-06-11,55.71,49,1007.42,27.74,82.39,2.56,20.51,0
2022-06-11,61.23,25,924.5,22.5,89.5,0.7,4.9,0
2022-06-11,34.17,40,1007.12,27.62,83.63,2.42,24.79,0
2022-06-11,93.75,26,986.46,26.29,84.27,2.04,18.14,0
2022-06-11,49.43,1,1002.84,27.23,81.61,2.34,8.73,0
2022-06-11,68.36,35,1007.3,27.8,80.8,2.6,9.4,0
2022-06-11,43.5,23,1007.39,27.61,82.49,2.82,6.18,0
2022-06-11,180.01,28,1007.4,27.72,82.76,2.82,13.97,0
2022-06-11,55.62,19,1007.3,27.8,80.8,2.6,9.4,0
2022-06-11,179.24,55,1000.17,27.35,82.79,2.2,14.55,0
2022-06-11,62.98,18,1007.46,27.79,81.95,2.92,7.14,0
2022-06-12,28.67,20,1003.64,27.83,80.4,1.84,4.62,0
2022-06-12,85.73,60,968.59,25.74,84.5,1.17,5.09,0
2022-06-12,29.91,11,1007.8,27.7,82.0,2.2,8.9,0
2022-06-12,72.1,38,942.81,23.69,90.45,0.96,7.74,0
2022-06-12,114.83,24,1006.38,27.26,85.08,1.15,0.5,0
2022-06-12,47.3,44,982.4,25.7,89.46,1.0,5.07,0
2022-06-12,103.28,15,1001.79,26.66,85.13,1.93,10.34,0
2022-06-12,112.96,59,1008.1,27.3,85.5,2.3,2.0,0
2022-06-12,55.71,49,1007.76,27.91,81.29,2.23,6.87,0
2022-06-12,59.01,25,925.0,22.7,91.8,0.6,9.3,0
2022-06-12,31.91,40,1007.45,27.88,81.29,2.11,8.9,0
2022-06-12,89.09,26,986.86,26.47,84.66,1.83,8.96,0
2022-06-12,44.27,1,1003.28,27.12,83.02,1.91,8.92,0
2022-06-12,72.08,35,1007.8,27.7,82.0,2.2,8.9,0
2022-06-12,40.45,23,1007.92,27.24,84.82,2.13,5.68,0
2022-06-12,177.39,28,1007.82,27.61,83.24,2.23,5.66,0
2022-06-12,42.58,19,1007.8,27.7,82.0,2.2,8.9,0
2022-06-12,159.31,55,1000.47,27.57,81.81,1.98,5.04,0
2022-06-12,69.95,18,1007.94,27.49,83.92,2.25,5.03,0
2022-06-13,23.0,20,1002.2,28.56,78.36,2.34,0.0,0
2022-06-13,114.15,60,967.24,26.38,80.28,1.5,0.32,0
2022-06-13,55.7,49,1006.37,28.77,78.66,2.67,0.0,0
2022-06-13,103.4,35,1006.2,28.6,79.1,2.7,0.0,0
2022-06-13,39.3,23,1006.13,28.49,79.95,3.04,0.0,0
2022-06-13,185.55,55,999.08,28.36,78.84,2.46,0.0,0
2022-06-13,65.0,11,1006.2,28.6,79.1,2.7,0.0,0
2022-06-13,102.92,15,999.83,28.14,78.73,2.75,0.0,0
2022-06-13,85.75,18,1006.3,28.6,79.4,3.17,0.0,0
2022-06-13,42.05,19,1006.2,28.6,79.1,2.7,0.0,0
2022-06-13,92.75,24,1004.05,28.44,80.7,1.93,0.0,0
2022-06-13,61.0,25,923.6,23.3,85.5,0.7,0.9,0
2022-06-13,91.58,26,985.33,27.43,79.33,2.3,0.15,0
2022-06-13,208.97,28,1006.27,28.63,79.54,2.96,0.0,0
2022-06-13,72.1,38,941.35,24.44,84.21,1.32,0.71,0
2022-06-13,35.35,40,1006.02,28.6,80.16,2.26,0.0,0
2022-06-13,47.3,44,979.81,27.57,76.77,1.59,0.16,0
2022-06-13,152.6,59,1006.4,28.6,79.5,3.6,0.0,0
2022-06-14,34.27,20,1003.16,28.63,78.02,2.23,0.26,0
2022-06-14,98.54,60,968.16,26.42,80.84,1.48,0.64,0
2022-06-14,54.4,11,1007.2,28.8,77.6,2.5,0.0,0
2022-06-14,59.1,38,942.27,24.61,83.32,1.28,0.63,0
2022-06-14,102.18,24,1005.08,28.66,78.9,1.8,0.44,0
2022-06-14,33.7,44,980.9,27.56,77.47,1.44,0.29,0
2022-06-14,102.82,15,1000.93,28.42,77.19,2.64,0.02,0
2022-06-14,125.33,59,1007.4,28.7,79.0,3.4,0.0,0
2022-06-14,51.39,49,1007.36,28.8,78.55,2.46,0.39,0
2022-06-14,61.31,25,924.5,23.5,84.5,0.7,0.8,0
2022-06-14,39.17,40,1007.02,28.53,79.99,2.15,0.97,0
2022-06-14,93.8,26,986.33,27.52,79.42,2.16,0.42,0
2022-06-14,46.03,1,1002.59,28.47,77.38,2.37,0.1,0
2022-06-14,63.89,35,1007.2,28.8,77.6,2.5,0.0,0
2022-06-14,46.7,23,1007.13,28.67,79.0,2.86,0.08,0
2022-06-14,164.76,28,1007.27,28.67,79.13,2.78,0.37,0
2022-06-14,76.4,19,1007.2,28.8,77.6,2.5,0.0,0
2022-06-14,140.95,55,1000.05,28.39,79.15,2.32,0.4,0
2022-06-14,59.88,18,1007.3,28.73,78.55,2.98,0.07,0
2022-06-15,28.67,20,1004.68,28.2,79.37,1.66,0.12,0
2022-06-15,92.18,60,969.62,25.65,82.73,1.05,3.36,0
2022-06-15,47.56,11,1008.8,28.3,80.6,1.9,0.0,0
2022-06-15,61.2,38,943.83,23.46,87.46,0.82,5.03,0
2022-06-15,113.67,24,1007.34,27.79,84.18,1.24,0.44,0
2022-06-15,34.45,44,983.31,26.47,85.75,1.05,1.54,0
2022-06-15,96.58,15,1002.82,27.18,83.77,1.74,4.13,0
2022-06-15,118.03,59,1009.2,27.7,84.0,2.0,0.0,0
2022-06-15,50.39,49,1008.77,28.69,78.88,2.02,0.04,0
2022-06-15,60.15,25,926.0,22.3,88.4,0.5,6.4,0
2022-06-15,35.79,40,1008.45,28.65,79.36,1.81,0.0,0
2022-06-15,85.0,26,987.86,26.77,82.63,1.55,2.54,0
2022-06-15,44.6,1,1004.3,27.72,81.6,1.68,1.66,0
2022-06-15,64.64,35,1008.8,28.3,80.6,1.9,0.0,0
2022-06-15,45.0,23,1008.95,27.8,83.48,1.87,0.11,0
2022-06-15,170.48,28,1008.86,28.23,81.4,1.95,0.0,0
2022-06-15,62.82,19,1008.8,28.3,80.6,1.9,0.0,0
2022-06-15,137.88,55,1001.49,28.04,80.1,1.79,1.09,0
2022-06-15,62.04,18,1009.0,27.99,82.42,1.95,0.0,0
2022-06-16,26.64,20,1004.7,28.32,79.74,1.53,0.41,0
2022-06-16,96.59,60,969.57,26.01,82.09,1.14,2.93,0
2022-06-16,61.08,11,1008.9,28.2,82.0,1.6,0.0,0
2022-06-16,69.0,38,943.78,23.71,87.75,0.86,5.66,0
2022-06-16,127.77,24,1007.38,27.74,83.62,1.43,1.79,0
2022-06-16,29.13,44,983.34,26.48,85.33,1.04,2.16,0
2022-06-16,94.9,15,1002.97,27.26,83.6,1.56,2.54,0
2022-06-16,130.63,59,1009.3,27.8,85.0,1.8,7.0,0
2022-06-16,49.79,49,1008.76,28.82,78.78,1.88,1.22,0
2022-06-16,57.17,25,925.9,22.6,88.5,0.6,5.3,0
2022-06-16,35.9,40,1008.46,28.73,79.61,1.69,3.36,0
2022-06-16,75.27,26,987.9,26.96,82.59,1.51,3.73,0
2022-06-16,48.78,1,1004.42,27.72,81.92,1.46,1.37,0
2022-06-16,66.16,35,1008.9,28.2,82.0,1.6,0.0,0
2022-06-16,46.17,23,1009.07,27.79,84.45,1.67,4.38,0
2022-06-16,174.48,28,1008.92,28.3,81.99,1.77,4.29,0
2022-06-16,67.58,19,1008.9,28.2,82.0,1.6,0.0,0
2022-06-16,154.82,55,1001.51,28.25,79.83,1.7,1.03,0
2022-06-16,56.93,18,1009.09,28.01,83.52,1.72,4.16,0
2022-06-17,29.29,20,1003.71,28.53,78.82,1.8,0.0,0
2022-06-17,94.29,60,968.67,25.99,82.65,1.22,3.48,0
2022-06-17,36.98,11,1007.9,28.6,79.5,2.0,0.0,0
2022-06-17,67.4,38,942.91,23.69,88.29,1.03,7.62,0
2022-06-17,182.0,24,1006.15,28.01,82.27,1.4,0.22,0
2022-06-17,31.68,44,982.0,27.18,82.05,1.16,1.59,0
2022-06-17,94.48,15,1001.82,27.96,80.37,2.02,0.0,0
2022-06-17,116.33,59,1008.2,28.4,82.0,2.6,0.0,0
2022-06-17,51.93,49,1007.82,28.91,79.31,2.15,0.0,0
2022-06-17,59.48,25,925.1,22.4,90.0,0.6,9.7,0
2022-06-17,32.89,40,1007.46,28.87,79.94,1.82,0.0,0
2022-06-17,90.35,26,986.94,27.17,81.63,1.77,1.73,0
2022-06-17,57.93,1,1003.34,28.23,79.53,1.84,0.0,0
2022-06-17,83.53,35,1007.9,28.6,79.5,2.0,0.0,0
2022-06-17,43.0,23,1007.98,28.33,81.66,2.22,0.0,0
2022-06-17,162.89,28,1007.89,28.65,80.71,2.24,0.0,0
2022-06-17,33.85,19,1007.9,28.6,79.5,2.0,0.0,0
2022-06-17,153.63,55,1000.55,28.4,79.55,1.98,0.0,0
2022-06-17,70.09,18,1008.04,28.51,80.93,2.32,0.0,0
2022-06-18,33.83,20,1003.19,28.76,77.83,1.89,0.13,0
2022-06-18,88.17,60,968.25,26.06,80.82,1.23,2.21,0
2022-06-18,55.5,11,1007.3,28.9,78.6,2.2,0.0,0
2022-06-18,61.03,38,942.55,23.63,85.97,1.05,4.64,0
2022-06-18,140.09,24,1005.75,28.44,79.13,1.39,0.22,0
2022-06-18,35.88,44,981.71,27.12,81.0,1.21,0.94,0
2022-06-18,89.28,15,1001.22,28.5,77.56,2.18,0.0,0
2022-06-18,123.5,59,1007.6,28.5,80.0,2.7,0.0,0
2022-06-18,61.29,49,1007.27,29.11,77.82,2.21,0.04,0
